Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Target
porcupine tree,strip the soul ,2002,09,0.537,0.67,7.0,-6.079,1.0,0.047,0.00192,0.716,0.115,0.224,154.24,0
sophie b. hawkins,i want you,1992,04,0.474,0.468,11.0,-11.424,1.0,0.0543,0.604,0.0399,0.0707,0.308,98.443,0
cake,arco arena,2001,07,0.701,0.552,9.0,-9.546,0.0,0.0429,0.401,0.648,0.118,0.799,78.949,0
crucial conflict,ride out dip,2008,01,0.906,0.754,8.0,-5.857,0.0,0.0978,0.0324,3.21e-05,0.0788,0.962,147.997,0
regina belle,you are everything,1995,07,0.576,0.486,5.0,-7.694,1.0,0.0551,0.332,0.0,0.147,0.442,135.907,0
the mighty mighty bosstones,pictures to prove it,1994,01,0.413,0.821,9.0,-6.991,1.0,0.0638,0.0616,0.0,0.539,0.838,158.891,0
phil vassar,like i never loved before,2000,02,0.424,0.459,9.0,-7.879,1.0,0.0356,0.606,0.000137,0.277,0.159,144.222,0
joe rogan,fear factor ,2007,04,0.55,0.851,5.0,-7.492,1.0,0.932,0.779,0.0,0.908,0.317,105.368,0
novaspace,dancing with tears in my eyes 2004 ,2004,10,0.607,0.958,9.0,-7.432,1.0,0.0447,0.000758,0.00488,0.0928,0.339,140.009,0
precious bryant,blues all around my bed,2002,01,0.578,0.365,2.0,-10.895,1.0,0.0341,0.542,0.46,0.11,0.59,89.084,0
d.r.s.,gangsta lean ,2011,01,0.745,0.233,3.0,-12.633,0.0,0.0367,0.292,0.0,0.0893,0.431,82.609,0
placebo,every you every me ,1998,10,0.478,0.923,10.0,-7.547,1.0,0.0569,2.7e-05,0.719,0.325,0.165,133.134,0
low millions,eleanor,2004,01,0.625,0.772,5.0,-5.919,1.0,0.0314,0.115,0.0,0.0899,0.539,113.042,0
stew,the drug suite,2019,06,0.412,0.144,0.0,-16.766,0.0,0.0386,0.343,6.56e-06,0.124,0.123,96.864,0
die fantastischen vier,was wollen wir noch mehr?,2010,05,0.649,0.686,10.0,-7.673,1.0,0.123,0.412,0.0,0.254,0.67,95.928,0
heavy d,chasing windmills,2011,05,0.654,0.622,1.0,-10.628,1.0,0.275,0.176,0.0,0.326,0.738,79.998,0
busdriver,unsafe sextet/gilded hearts of booklovers,2009,06,0.456,0.869,4.0,-6.256,0.0,0.373,0.0597,0.0,0.711,0.249,86.408,0
hevia,tirador ,2019,09,0.559,0.903,3.0,-6.41,1.0,0.057,0.000112,0.931,0.497,0.801,125.004,0
cocoa tea,getting closer,2008,01,0.765,0.848,11.0,-5.935,0.0,0.0691,0.0238,0.0,0.332,0.864,83.002,0
open hand,tough guy,2005,02,0.454,0.915,0.0,-6.188,1.0,0.0507,0.00019,0.000458,0.685,0.766,143.899,0
mary black,flesh and blood,2001,10,0.74,0.581,9.0,-8.211,1.0,0.0309,0.536,0.0,0.08,0.562,120.164,0
ace frehley,fractured quantum,2017,10,0.554,0.623,7.0,-10.558,1.0,0.0305,0.0179,0.895,0.489,0.439,134.972,0
long beach dub allstars,free love,2001,01,0.692,0.77,7.0,-1.663,0.0,0.0356,0.0189,0.0,0.124,0.863,150.4,0
c.l. smooth,smoke in the air ,2006,10,0.428,0.784,4.0,-7.344,1.0,0.31,0.000344,0.00242,0.054,0.426,175.531,0
arthur tracy,red sails in the sunset,2010,10,0.267,0.19,7.0,-15.146,1.0,0.0355,0.994,0.0268,0.186,0.27,170.86,0
charlotte gainsbourg,irm,2009,12,0.751,0.604,11.0,-8.278,1.0,0.0351,0.00603,0.725,0.12,0.327,120.129,0
dmx,look thru my eyes,1998,05,0.904,0.642,10.0,-8.495,0.0,0.273,0.243,0.0,0.133,0.718,95.755,0
the dillinger escape plan,sugar coated sour,1999,09,0.289,0.971,9.0,-4.889,0.0,0.147,0.000351,0.0,0.127,0.218,90.589,0
cali,il y a une question ,2003,08,0.565,0.647,0.0,-6.542,1.0,0.0429,0.461,0.000841,0.0905,0.535,97.006,0
reel big fish,cannibal ,2007,07,0.297,0.91,2.0,-3.534,1.0,0.0977,0.0785,0.000775,0.6,0.143,165.963,0
non stop djs,hoes & discos,2007,02,0.87,0.605,5.0,-10.146,0.0,0.39,0.000303,0.551,0.205,0.732,75.495,0
jeff scott soto,if this is the end,2006,06,0.499,0.59,0.0,-6.612,0.0,0.0265,0.0115,4.37e-06,0.0815,0.266,105.873,0
swami,tonight,2009,08,0.709,0.832,6.0,-6.151,1.0,0.0391,0.0317,0.0,0.0758,0.766,137.922,0
porcupine tree,music for the head,1991,07,0.257,0.0243,8.0,-29.005,0.0,0.0424,0.675,0.91,0.099,0.0325,126.631,0
stargarden,trybal,2004,05,0.548,0.291,9.0,-18.197,1.0,0.0793,0.835,0.921,0.117,0.467,98.932,0
ma rainey,night time blues,2006,08,0.541,0.322,10.0,-10.32,1.0,0.0328,0.995,0.25,0.154,0.605,85.821,0
gorillaz,dirty harry ,2005,05,0.625,0.877,10.0,-7.176,0.0,0.162,0.0315,0.0811,0.672,0.865,192.296,0
mavado,sadness,2007,07,0.645,0.65,7.0,-4.848,0.0,0.166,0.0195,0.0,0.135,0.466,136.106,0
easy star all-stars,with a little dub from my friends ,2009,04,0.659,0.521,9.0,-7.711,1.0,0.0276,0.286,0.0,0.182,0.804,91.273,0
bongzilla,stone a pig,2002,09,0.299,0.775,0.0,-7.745,1.0,0.0529,0.00293,0.702,0.381,0.149,115.819,0
leeroy stagger,house of sin,2005,02,0.468,0.286,5.0,-14.363,1.0,0.0314,0.238,0.0,0.182,0.241,149.561,0
samy deluxe,sag es sag es feat. neo,2006,04,0.676,0.92,1.0,-6.222,1.0,0.311,0.0118,0.0,0.126,0.351,94.281,0
bert kaempfert,happy safari,1962,01,0.72,0.56,7.0,-8.365,1.0,0.0297,0.363,0.426,0.114,0.717,98.668,0
pat green,threadbare gypsy soul,2001,01,0.579,0.647,9.0,-7.744,1.0,0.0295,0.137,3.75e-05,0.0665,0.425,97.679,0
the presets,are you the one?,2005,09,0.667,0.781,0.0,-3.311,1.0,0.0799,0.00596,1.98e-06,0.463,0.568,132.952,0
kaija koo,viimeiset hitaat,2010,05,0.535,0.267,0.0,-12.239,1.0,0.032,0.695,0.0,0.0698,0.343,115.227,0
photek,junk,2000,01,0.714,0.872,1.0,-6.62,1.0,0.0693,0.000174,0.168,0.098,0.31,115.0,0
abysmal dawn,programmed to consume,2008,05,0.407,0.986,1.0,-6.494,1.0,0.286,0.000364,0.275,0.121,0.111,125.317,0
sandi thom,when horsepower meant what it said,2006,06,0.715,0.689,4.0,-6.131,1.0,0.0612,0.0148,7.13e-06,0.119,0.89,105.014,0
broadcast,michael a grammar,2005,09,0.372,0.632,7.0,-9.535,1.0,0.0505,0.274,0.134,0.155,0.777,131.409,0
eluveitie,primordial breath,2018,11,0.387,0.996,11.0,-3.028,0.0,0.0853,0.0001,0.00225,0.332,0.0376,95.012,0
boogie pimps,then came you,2007,08,0.835,0.769,10.0,-7.499,1.0,0.0587,0.0176,0.0358,0.357,0.821,128.004,0
sinch,the arctic ocean ,2002,07,0.679,0.523,4.0,-11.022,0.0,0.029,0.237,4.52e-05,0.0805,0.477,128.949,0
dinosaur jr,green mind,1991,02,0.398,0.877,1.0,-10.762,0.0,0.0495,3.34e-05,0.0,0.354,0.558,134.242,0
tigertailz,thrill pistol,2017,03,0.525,0.865,2.0,-6.527,1.0,0.0459,4.71e-05,0.000474,0.123,0.503,133.962,0
tilman sillescu,escape from the underrealm,2008,11,0.312,0.633,11.0,-10.386,1.0,0.0479,0.498,0.78,0.182,0.225,120.35,0
home town hero,bleeds in blue ,2002,05,0.424,0.763,1.0,-2.82,1.0,0.0314,0.00233,8.34e-06,0.102,0.474,156.235,0
george michael,amazing,2004,03,0.805,0.754,10.0,-6.825,0.0,0.0394,0.0884,1.77e-06,0.117,0.88,128.429,0
sister hazel,concede,1997,01,0.481,0.82,2.0,-6.167,1.0,0.038,0.0152,0.000336,0.108,0.317,142.842,0
sonic subjunkies,djungelstadt,1998,09,0.47,0.918,1.0,-6.474,1.0,0.0748,0.00423,0.00329,0.282,0.492,89.746,0
vuneny,curse of sound ,2006,11,0.307,0.784,8.0,-8.32,1.0,0.0373,0.000427,0.893,0.149,0.418,99.963,0
wyclef jean,midnight lovers,2002,06,0.0,0.656,6.0,-13.507,1.0,0.0,0.601,0.0,0.0,0.0,0.0,0
sub swara,constructing the absence,2008,06,0.655,0.687,7.0,-7.89,1.0,0.0445,0.0915,0.77,0.0865,0.363,152.016,0
darwin hobbs,praz him ,2003,01,0.78,0.893,1.0,-4.725,1.0,0.156,0.0405,0.0,0.381,0.797,103.037,0
led zeppelin,the song remains the same ,1973,03,0.267,0.78,7.0,-8.777,1.0,0.055,0.053,0.192,0.271,0.674,144.292,0
radiohead,everything in its right place,2000,10,0.293,0.462,5.0,-11.412,0.0,0.0453,0.699,0.0444,0.0954,0.0623,124.004,0
george michael,shoot the dog,2004,03,0.719,0.873,7.0,-7.18,1.0,0.0895,0.00599,0.00013,0.0873,0.463,111.887,0
tum tum,eat or get ate,2007,01,0.695,0.79,11.0,-3.285,0.0,0.205,0.014,0.0,0.103,0.697,144.451,0
talib kweli,everything man ,2007,08,0.58,0.695,8.0,-9.377,1.0,0.42,0.0371,2.48e-05,0.451,0.356,92.035,0
avril lavigne,unwanted,2002,06,0.475,0.837,4.0,-5.324,0.0,0.0612,0.000171,0.0227,0.627,0.622,162.074,0
the white stripes,blue orchid,2005,06,0.482,0.642,10.0,-8.535,0.0,0.325,0.0875,7.34e-06,0.31,0.6,151.323,0
sapo,eduardo,2003,11,0.578,0.54,7.0,-6.123,1.0,0.0418,0.346,0.00286,0.0876,0.233,82.466,0
nicolas bacchus,josy,2010,03,0.619,0.569,0.0,-5.966,0.0,0.305,0.76,0.0,0.733,0.697,133.663,0
static-x,control it ,2003,10,0.495,0.987,1.0,-3.3,1.0,0.121,9.12e-06,0.00848,0.387,0.452,143.861,0
goose,everybody,2006,09,0.722,0.824,11.0,-1.926,0.0,0.223,0.00144,0.011,0.324,0.215,129.99,0
bt,henrys death,2005,08,0.471,0.865,11.0,-8.2,0.0,0.0401,0.0207,0.71,0.0947,0.448,150.049,0
captain hollywood project,the way love is,1995,08,0.537,0.828,7.0,-8.58,1.0,0.0339,0.00411,0.031,0.139,0.391,150.016,0
mademoiselle sane,cabaret,2007,02,0.687,0.738,5.0,-5.682,0.0,0.0558,0.638,0.0,0.492,0.96,121.892,0
harry gregson-williams,the ball,2004,12,0.313,0.401,8.0,-8.821,1.0,0.0349,0.021,0.0503,0.383,0.628,151.156,0
takaru,idnnitkhtr,2004,08,0.3,0.981,2.0,-6.274,1.0,0.097,0.00262,0.927,0.545,0.0394,132.982,0
taking back sunday,i am fred astaire ,2004,07,0.466,0.984,7.0,-4.244,1.0,0.0831,0.000504,0.0,0.202,0.327,147.771,0
memphis jug band,memphis jug,2017,05,0.661,0.528,2.0,-13.164,1.0,0.0435,0.818,0.501,0.22,0.968,120.72,0
neil diamond,reminisce for a while ,1996,02,0.548,0.428,5.0,-10.079,1.0,0.024,0.0248,7.2e-06,0.148,0.272,91.028,0
irma thomas,we all need love,1997,02,0.701,0.301,5.0,-10.835,0.0,0.0417,0.629,0.0,0.267,0.244,131.497,0
mariah carey,honey,1997,09,0.694,0.823,1.0,-6.755,1.0,0.0917,0.118,7.11e-06,0.152,0.683,95.83,0
sade,slave song,2000,11,0.851,0.39,9.0,-9.586,0.0,0.0504,0.0825,0.000443,0.0777,0.639,118.006,0
mike bloomfield,junko partner,2012,07,0.503,0.373,7.0,-19.266,1.0,0.105,0.956,0.909,0.634,0.712,81.202,0
50 cent,u not like me,2003,02,0.803,0.852,11.0,-1.848,1.0,0.332,0.0549,0.0,0.0718,0.803,91.577,0
2 minutos,14 botellas,2007,12,0.272,0.977,2.0,-5.769,1.0,0.0758,2.94e-06,0.425,0.405,0.674,113.508,0
busdriver,sun shower - cadence weapon remix ,2007,06,0.757,0.724,9.0,-8.192,1.0,0.273,0.0102,0.000103,0.422,0.534,130.046,0
dario marianelli,why did you all lie to me?,2009,01,0.131,0.0541,7.0,-24.079,0.0,0.0389,0.938,0.933,0.127,0.0357,98.316,0
soul ballet,tuscan chica,2007,09,0.808,0.534,9.0,-7.047,0.0,0.0722,0.00872,0.807,0.0889,0.684,100.99,0
rubyhorse,evergreen,2002,01,0.508,0.814,2.0,-6.476,1.0,0.0511,0.00236,0.00805,0.195,0.315,129.893,0
the maine,you left me,2008,01,0.566,0.813,0.0,-4.844,1.0,0.0369,0.00144,0.000105,0.176,0.341,129.998,0
josh groban,february song [live],2008,05,0.439,0.377,8.0,-8.771,1.0,0.0298,0.68,0.000239,0.963,0.154,139.933,0
alice in chains,take her out,2009,01,0.422,0.841,8.0,-4.829,1.0,0.0406,2.85e-05,0.000446,0.0621,0.513,97.063,0
delbert mcclinton,lover in demand,2009,07,0.502,0.588,5.0,-9.197,1.0,0.0463,0.799,0.0,0.122,0.865,112.526,0
dave valentin,sunshower,1999,01,0.418,0.471,10.0,-11.197,1.0,0.0518,0.732,0.103,0.0722,0.342,124.666,0
evanescence,good enough,2006,01,0.39,0.208,0.0,-11.402,1.0,0.035,0.913,0.000348,0.124,0.0546,114.838,0
ana popovic,shadow after dark,2012,02,0.332,0.798,8.0,-7.848,1.0,0.0839,0.0301,0.000929,0.845,0.716,96.244,0
bounty killer,cellular phone,2017,05,0.74,0.41,11.0,-10.718,0.0,0.269,0.4,1.23e-05,0.366,0.65,80.036,0
chris rea,josephine ,1985,07,0.656,0.469,3.0,-15.941,0.0,0.0281,0.0223,0.00866,0.0475,0.66,110.037,0
daryl hall & john oates,only love,1990,03,0.718,0.509,9.0,-12.903,1.0,0.0429,0.343,0.000137,0.141,0.956,118.278,0
floor,assassin,2010,03,0.274,0.971,1.0,-6.983,0.0,0.111,7.02e-06,0.331,0.107,0.535,170.807,0
deftones,korea ,2000,05,0.271,0.91,7.0,-3.645,1.0,0.0854,1.51e-05,4.34e-05,0.134,0.149,88.463,0
aaron watson,thats what i like about a country song,2008,04,0.658,0.583,7.0,-9.211,1.0,0.0427,0.371,0.0,0.168,0.723,130.524,0
coldplay,the world turned upside down,2005,09,0.536,0.841,9.0,-5.976,1.0,0.0505,0.0241,0.000259,0.128,0.0753,136.839,0
socialburn,everyone ,2003,02,0.407,0.87,9.0,-5.249,1.0,0.0423,0.000491,0.0,0.145,0.351,91.392,0
black debbath,ville eyolf,2006,08,0.434,0.658,11.0,-5.121,0.0,0.0309,0.00454,0.0,0.262,0.321,83.972,0
samy deluxe,ain`t got nothing ,2005,11,0.424,0.744,1.0,-5.407,0.0,0.264,0.000329,0.0297,0.294,0.541,166.92,0
john williams,old man rocking chair,2004,05,0.552,0.14,4.0,-10.704,1.0,0.0648,0.72,0.832,0.13,0.579,91.456,0
32 leaves,way beyond,2009,08,0.366,0.642,11.0,-6.271,1.0,0.0326,0.000151,0.0,0.132,0.474,138.222,0
irwin goodman,yhteinen koti,2016,05,0.64,0.583,2.0,-12.366,1.0,0.103,0.464,1e-06,0.176,0.631,94.996,0
lole y manuel,aljarafe,2019,03,0.416,0.867,5.0,-13.035,1.0,0.613,0.744,0.000478,0.679,0.305,129.495,0
kathleen madigan,oprah ,2011,01,0.61,0.807,9.0,-4.793,1.0,0.848,0.845,0.0,0.466,0.546,91.809,0
panic! at the disco,i constantly thank god for esteban ,2005,09,0.629,0.824,7.0,-5.56,0.0,0.075,0.138,0.0,0.135,0.613,166.998,0
gene autry,blueberry hill,2011,10,0.413,0.185,0.0,-16.142,1.0,0.0313,0.952,0.00124,0.454,0.429,105.974,0
poncho sanchez,ju ju,2001,01,0.547,0.732,0.0,-9.164,1.0,0.036,0.464,0.774,0.0899,0.515,107.007,0
lexie mountain boys,where we are from,2008,09,0.605,0.0569,2.0,-19.944,0.0,0.348,0.956,0.0,0.135,0.424,76.588,0
truckfighters,traffic,2007,11,0.245,0.856,11.0,-4.976,1.0,0.0558,0.129,0.886,0.0893,0.446,147.294,0
leigh jones,same game,2008,01,0.484,0.61,0.0,-6.375,0.0,0.061,0.522,0.0,0.0875,0.446,69.755,0
onesidezero,eight ,2001,11,0.588,0.768,6.0,-6.765,0.0,0.0321,0.00312,0.146,0.143,0.531,151.914,0
lighthouse family,ocean drive,1995,01,0.616,0.698,7.0,-9.379,1.0,0.0315,0.0191,0.0279,0.1,0.879,90.655,0
t.i.,why u mad at me ,2004,11,0.693,0.674,7.0,-6.834,1.0,0.347,0.457,0.0,0.244,0.666,86.987,0
power pill fist,chuckanut drive,2008,02,0.485,0.611,0.0,0.316,1.0,0.106,0.00114,0.879,0.144,0.459,138.246,0
year of desolation,the legend of yellow boobie,2012,02,0.275,0.892,6.0,-5.487,1.0,0.156,2.4e-05,0.0213,0.193,0.234,99.517,0
gene autry,frankie and johnny,1996,07,0.634,0.128,2.0,-12.714,1.0,0.0597,0.993,0.000114,0.126,0.724,164.774,0
beastie boys,crawlspace,2019,06,0.908,0.701,1.0,-6.795,1.0,0.3,0.265,4.5e-06,0.343,0.654,107.998,0
gisselle,tocame,1998,10,0.8,0.916,9.0,-2.772,1.0,0.0646,0.4,0.0,0.181,0.894,136.916,0
david benoit,frieda,2000,01,0.473,0.468,0.0,-9.46,1.0,0.0469,0.581,0.781,0.136,0.384,73.214,0
martina mcbride,pick me up on your way down,2005,10,0.736,0.614,0.0,-6.185,1.0,0.0249,0.416,0.0,0.108,0.896,130.967,0
long beach dub allstars,like a dog,1999,01,0.802,0.596,7.0,-7.199,1.0,0.0976,0.00108,0.000254,0.478,0.603,93.402,0
enrique iglesias,can you hear me,2008,01,0.842,0.625,7.0,-3.625,1.0,0.0487,0.0107,0.0,0.0772,0.513,116.982,0
tyr,grial ii,2001,01,0.253,0.945,0.0,-6.396,0.0,0.188,0.000371,0.000173,0.159,0.132,147.613,0
a tribe called quest,get a hold,1996,07,0.927,0.427,10.0,-8.304,0.0,0.391,0.0555,0.000692,0.241,0.652,95.23,0
daath,cosmic forge ,2019,02,0.502,0.987,7.0,-3.231,1.0,0.0632,7.6e-05,0.00332,0.12,0.124,123.062,0
kalibas,from ivory towers above the control grid,1998,01,0.28,0.9,1.0,-6.535,1.0,0.133,0.000589,0.183,0.358,0.296,104.072,0
jimi hendrix,lullaby for the summer,2010,03,0.421,0.926,10.0,-7.187,0.0,0.0403,0.0561,0.000759,0.0276,0.94,128.997,0
williamson,cool people make me tired,2005,11,0.609,0.557,11.0,-8.73,1.0,0.0277,0.227,0.948,0.102,0.534,140.087,0
joshua rifkin,paragon rag  ,2005,01,0.419,0.237,7.0,-19.071,1.0,0.0441,0.987,0.848,0.105,0.926,153.543,0
maximilian hecker,let me out,2001,02,0.474,0.191,2.0,-12.002,1.0,0.0296,0.865,0.000175,0.0996,0.0562,132.002,0
bottom of the hudson,eagle eye,2003,01,0.559,0.646,4.0,-5.881,0.0,0.0378,0.00601,0.127,0.27,0.0656,149.319,0
every time i die,after one quarter of a revolution,2009,09,0.275,0.989,7.0,-4.254,1.0,0.274,0.000481,0.0,0.0913,0.0776,112.458,0
maroon 5,sweetest goodbye,2002,06,0.566,0.819,1.0,-5.951,1.0,0.104,0.167,0.0,0.187,0.708,164.004,0
sergio mendes,puzzle of hearts,1996,01,0.553,0.464,7.0,-7.876,1.0,0.0264,0.164,0.0,0.0894,0.194,103.234,0
dj guy,freak it all night,2009,10,0.757,0.894,1.0,-7.667,1.0,0.0477,0.119,0.685,0.0848,0.911,147.005,0
the fire theft,chain ,2003,09,0.346,0.601,6.0,-5.145,1.0,0.0309,0.0156,0.633,0.11,0.49,137.926,0
daddy yankee / may-be,que vas a hacer?,2004,07,0.769,0.689,9.0,-6.276,0.0,0.0877,0.0123,0.0188,0.104,0.591,92.019,0
suzi quatro,born to run,1999,07,0.634,0.757,9.0,-7.038,1.0,0.0285,0.00964,0.00142,0.175,0.859,137.507,0
moss,winter in finland,2006,09,0.606,0.567,11.0,-10.325,0.0,0.0312,0.0829,0.00391,0.117,0.33,120.067,0
toni braxton,best friend,1993,07,0.65,0.499,11.0,-8.818,1.0,0.0291,0.52,0.0,0.225,0.359,123.775,0
temple of the dog,hunger strike,1990,01,0.369,0.613,7.0,-10.847,1.0,0.0335,0.025,4.96e-06,0.101,0.338,137.793,0
sheek louch,die slow,2015,05,0.616,0.773,3.0,-4.557,0.0,0.385,0.0683,0.0,0.179,0.574,113.076,0
steve vai,the murder prologue,2007,06,0.152,0.539,10.0,-8.173,0.0,0.0387,0.0206,0.372,0.373,0.0906,93.906,0
first blood,execution,2006,05,0.335,0.963,4.0,-2.295,0.0,0.151,0.00229,0.0122,0.35,0.406,160.431,0
mariah carey,anytime you need a friend,1993,08,0.57,0.549,9.0,-7.956,0.0,0.0312,0.469,7.91e-06,0.0715,0.295,136.13,0
dimmu borgir,broderskapets ring,2005,11,0.151,0.96,7.0,-4.986,0.0,0.0727,1.66e-06,0.862,0.16,0.19,180.095,0
africando all stars,mopao,2000,01,0.671,0.666,0.0,-8.114,1.0,0.0426,0.637,0.00181,0.0918,0.933,167.666,0
handsome boy modeling school,rock and roll ,2004,09,0.515,0.858,9.0,-6.691,1.0,0.303,0.134,0.000198,0.101,0.468,98.041,0
love and rockets,sweet lover hangover,2002,09,0.509,0.751,10.0,-9.297,1.0,0.0315,0.00128,0.534,0.126,0.495,97.003,0
roger creager,the everclear song,1998,10,0.692,0.446,7.0,-11.01,1.0,0.0316,0.035,0.0,0.138,0.532,115.03,0
poncho sanchez,going back to new orleans,2001,01,0.668,0.82,2.0,-6.409,0.0,0.0849,0.559,0.00431,0.282,0.807,99.749,0
system of a down,streamline,2002,11,0.395,0.855,0.0,-3.001,1.0,0.0356,0.000125,0.0333,0.16,0.472,130.892,0
kill the client,dog tagged,2008,01,0.157,0.998,7.0,-2.671,1.0,0.223,1.59e-06,0.949,0.187,0.0395,133.92,0
iggy pop,5 foot 1,1979,09,0.438,0.772,2.0,-9.166,1.0,0.158,0.00231,0.000301,0.326,0.641,166.933,0
willie colon,guajira y ven,1996,11,0.673,0.632,0.0,-8.7,0.0,0.115,0.387,4.12e-05,0.0717,0.775,96.299,0
fleet foxes,english house,2018,11,0.579,0.566,8.0,-9.893,1.0,0.0274,0.173,0.477,0.127,0.372,97.973,0
dynamite deluxe,eimsbush bis 0711,2000,05,0.715,0.797,6.0,-7.335,1.0,0.338,0.0424,0.0,0.607,0.758,76.103,0
twila paris,perfect peace,2001,01,0.49,0.2,3.0,-13.842,1.0,0.0277,0.927,9.92e-05,0.125,0.209,101.975,0
gustavo santaolalla,the blinding sun,2006,01,0.787,0.591,8.0,-14.08,0.0,0.041,0.225,0.802,0.073,0.607,90.551,0
tha liks,yo mouth ,2001,05,0.374,0.43,3.0,-10.155,0.0,0.131,0.73,0.0,0.712,0.865,71.104,0
michael jackson,heaven can wait,2001,10,0.706,0.685,11.0,-3.669,1.0,0.0837,0.56,0.0,0.22,0.444,117.448,0
sub focus,follow the light ,2009,06,0.475,0.894,7.0,-6.049,1.0,0.0494,0.00266,0.644,0.131,0.181,173.989,0
margaret becker,sweet suffering christ,1993,01,0.612,0.199,7.0,-16.578,1.0,0.0309,0.842,0.0509,0.0946,0.143,110.862,0
taal,noises,2010,02,0.479,0.0493,5.0,-39.716,1.0,0.742,0.764,5.08e-06,0.17,0.602,112.969,0
theodore shapiro,the big stall,2005,01,0.713,0.529,2.0,-16.134,1.0,0.09,0.0971,0.186,0.063,0.0732,124.646,0
baroness,wanderlust,2007,09,0.232,0.893,0.0,-5.954,0.0,0.0533,5.99e-05,0.512,0.291,0.553,163.002,0
murderdolls,kill miss america ,2002,02,0.403,0.997,11.0,-3.531,0.0,0.092,0.000193,0.201,0.416,0.513,96.273,0
bone thugs-n-harmony,2 glocks,2000,02,0.897,0.555,1.0,-5.6,0.0,0.147,0.0103,5.41e-06,0.0857,0.818,94.056,0
owsley,zavelow house ,1999,03,0.576,0.939,9.0,-4.291,1.0,0.0588,0.000578,0.000181,0.0832,0.858,133.081,0
nolwenn leroy,etre une femme,2003,05,0.637,0.528,1.0,-5.953,0.0,0.025,0.257,1.62e-05,0.111,0.289,89.755,0
mudhoney,beneath the valley of the underdog ,1998,09,0.245,0.0497,5.0,-6.474,1.0,0.0542,0.0777,0.000664,0.0835,0.0783,132.796,0
slum village,cb4,2010,10,0.841,0.758,8.0,-6.678,1.0,0.402,0.491,0.0,0.0731,0.603,94.321,0
gunther & the sunshine girls,teeny weeny string bikini,2004,01,0.667,0.996,0.0,-2.625,1.0,0.0482,0.102,0.000104,0.223,0.858,131.987,0
3 doors down,here without you,2002,01,0.536,0.55,10.0,-6.733,0.0,0.0248,0.0537,0.0,0.134,0.234,144.018,0
frank stokes,sweet to mama,2005,06,0.565,0.369,10.0,-11.679,1.0,0.0413,0.971,0.000755,0.185,0.913,149.84,0
zombina & the skeletones,i was a human bomb for the fbi,2004,06,0.318,0.973,2.0,-6.293,1.0,0.251,0.00349,0.874,0.226,0.415,189.782,0
james hunter,class act,2008,01,0.772,0.605,2.0,-5.958,0.0,0.0401,0.562,0.0,0.147,0.939,101.867,0
johnny horton,the golden rocket,2013,06,0.694,0.762,4.0,-14.742,1.0,0.0399,0.595,0.000392,0.203,0.952,112.928,0
lighthouse family,run,2002,01,0.546,0.663,6.0,-8.264,1.0,0.0262,0.121,0.00269,0.12,0.913,76.711,0
bryan white,love happens just like that ,1999,08,0.703,0.794,1.0,-6.005,1.0,0.0337,0.0845,0.0,0.0506,0.861,107.734,0
alice in chains,would?,1992,01,0.305,0.832,6.0,-7.981,1.0,0.0398,0.000332,2.4e-05,0.091,0.585,100.677,0
four tet,plastic people,2010,01,0.678,0.737,10.0,-9.788,1.0,0.0568,0.298,0.896,0.231,0.408,123.995,0
andy & lucas,hasta los huesos,2004,02,0.713,0.76,9.0,-6.704,1.0,0.0579,0.696,0.0,0.364,0.819,140.121,0
danny barnes,cumberland gap,2015,11,0.65,0.489,2.0,-10.449,1.0,0.063,0.983,0.867,0.0705,0.961,111.95,0
krystof,svedomi,2006,10,0.671,0.772,9.0,-6.617,1.0,0.0427,0.0201,6.49e-05,0.114,0.379,88.045,0
minnie riperton,les fleurs,1970,11,0.441,0.499,6.0,-9.453,1.0,0.0484,0.665,2.87e-06,0.211,0.513,151.878,0
christina aguilera,cruz,2002,07,0.474,0.641,5.0,-4.339,1.0,0.0373,0.321,0.0,0.149,0.332,139.622,0
monster magnet,black celebration,1998,01,0.616,0.944,0.0,-6.096,1.0,0.0642,0.00212,2.37e-05,0.446,0.75,154.006,0
sensations,superscout,2007,08,0.311,0.776,11.0,-8.296,0.0,0.0614,0.0217,0.0,0.131,0.586,94.115,0
alexandre desplat,meeting daisy,2008,01,0.265,0.069,2.0,-21.332,1.0,0.0311,0.993,0.888,0.109,0.036,79.579,0
joe bonamassa,so many roads,2006,06,0.29,0.756,5.0,-5.408,0.0,0.039,0.0114,0.148,0.0947,0.546,146.458,0
princess lover,prends-moi la main,2007,01,0.761,0.681,6.0,-8.236,0.0,0.0384,0.0938,0.132,0.153,0.562,110.706,0
tranzas,mientras me quieras,2006,10,0.761,0.719,1.0,-7.548,1.0,0.0313,0.149,7.74e-05,0.0399,0.561,111.99,0
be bop deluxe,sister seagull ,1975,05,0.374,0.622,4.0,-9.447,0.0,0.0443,0.083,1.66e-05,0.489,0.469,119.414,0
snap!,the world in my hands ,1994,01,0.739,0.657,4.0,-10.044,1.0,0.034,0.0539,0.897,0.0785,0.421,118.227,0
orthrelm,scelxenak,2002,08,0.166,0.97,0.0,-3.028,0.0,0.256,0.158,0.819,0.0561,0.0376,87.103,0
