Title,ArtistName
billionaire,travie mccoy featuring bruno mars
hell on the heart,eric church
unstoppable,rascal flatts
rain is a good thing,luke bryan
roger that,young money
sex therapy,robin thicke
backwoods,justin moore
fearless,taylor swift
keep on lovin' you,steel magnolia
ridin' solo,jason derulo
all the way turnt up,roscoe dash featuring soulja boy tell'em
o let's do it,waka flocka flame
i am,mary j. blige
this afternoon,nickelback
on to the next one,jay-z + swizz beatz
wrong baby wrong,martina mcbride
kissin u,miranda cosgrove
un-thinkable (i'm ready),alicia keys
i never told you,colbie caillat
i gotta get to you,george strait
there goes my baby,usher
women lie  men lie,yo gotti featuring lil wayne
she won't be lonely long,clay walker
shots,lmfao featuring lil jon
that's how country boys roll,billy currington
just breathe,pearl jam
give me a sign (forever and ever),breaking benjamin
4 my town (play ball),birdman featuring drake & lil wayne
all i ever wanted,kelly clarkson
window seat,erykah badu
on bended knee,boyz ii men
creep,tlc
here comes the hotstepper (from "ready to wear"),ini kamoze
another night,real mccoy
always,bon jovi
i wanna be down,brandy
before i let you go,blackstreet
tootsee roll,69 boyz
i'll make love to you,boyz ii men
you want this/70's love groove,janet jackson
i'm the only one,melissa etheridge
take a bow,madonna
sukiyaki,4pm
short dick man,20 fingers featuring gillette
secret,madonna
you gotta be,des'ree
all i wanna do,sheryl crow
practice what you preach,barry white
constantly,immature
turn the beat around (from "the specialist"),gloria estefan
the rhythm of the night,corona
you don't know how it feels,tom petty
i'll stand by you,pretenders
the sweetest days,vanessa williams
hold my hand,hootie & the blowfish
100% pure love,crystal waters
new age girl (from "dumb and dumber"),deadeye dick
every day of the week,jade
december 1963 (oh  what a night),the 4 seasons
i belong to you/how many ways,toni braxton
flava in ya ear,craig mack
living in danger,ace of base
be happy,mary j. blige
if you love me,brownstone
thuggish ruggish bone,bone thugs-n-harmony
what's the frequency  kenneth?,r.e.m.
i never seen a man cry (aka i seen a man die),scarface
never lie,immature
when can i see you,babyface
playaz club,rappin' 4-tay
u will know (from "jason's lyric"),b.m.u. (black men united)
do you see,warren g
foolin' around,changing faces
i miss you,n2u
bring the pain,method man
wild night,john mellencamp with me'shell ndegeocello
shame (from "a low down dirty shame"),zhane
blind man,aerosmith
fa all y'all,da brat
when we dance,sting
far behind,candlebox
mental picture,jon secada
house of love,amy grant with vince gill
the most beautifullest thing in this world,keith murray
sympathy for the devil ("interview with the vampire"),guns n' roses
circle of life (from "the lion king"),elton john
black coffee,heavy d & the boyz
kitty kitty,69 boyz
always and forever,luther vandross
pickup man,joe diffie
lucas with the lid off,lucas
dance naked,john mellencamp
juicy/unbelievable,the notorious b.i.g.
mishale,andru donalds
get ready for this,2 unlimited
something's always wrong,toad the wet sprocket
get down,craig mack
doll parts,hole
at your best (you are love),aaliyah
endless love,luther vandross & mariah carey
candy rain,soul for real
get over it,eagles
strong enough,sheryl crow
get up on it,keith sweat (featuring kut klose)
redneck stomp,jeff foxworthy
girl  you'll be a woman soon (from "pulp fiction"),urge overkill
(i could only) whisper your name,harry connick, jr.
till you love me,reba mcentire
fade into you,mazzy star
biological didn't bother,shaquille o'neal
i can go deep (from "a low down dirty shame"),silk
in the house of stone and light,martin page
she don't use jelly,the flaming lips
tic toc,lords of the underground
don't say goodbye girl,tevin campbell
i apologize,anita baker
but it's alright,huey lewis & the news
breakdown,fu-schnickens
whutcha want?,nine
promise me,lil suzy
the santa claus boogie,the tractors
out of tears,the rolling stones
(she's got) skillz,all-4-one
pimp of the year,dru down
body & soul,anita baker
bad reputation,freedy johnston
undone - the sweater song,weezer
missing you,steve perry
you suck,the murmurs
picture postcards from l.a.,joshua kadison
single ladies (put a ring on it),beyonce
live your life,t.i. featuring rihanna
if i were a boy,beyonce
whatever you like,t.i.
just dance,lady gaga featuring colby o'donis
hot n cold,katy perry
miss independent,ne-yo
so what,p!nk
womanizer,britney spears
i'm yours,jason mraz
right now (na na na),akon
love story,taylor swift
love lockdown,kanye west
let it rock,kevin rudolf featuring lil wayne
you found me,the fray
gotta be somebody,nickelback
mrs. officer,lil wayne featuring bobby valentino & kidd kidd
disturbia,rihanna
heartless,kanye west
can't believe it,t-pain featuring lil wayne
see you in my nightmares,kanye west featuring lil wayne
better in time,leona lewis
chicken fried,zac brown band
addicted,saving abel
one more drink,ludacris co-starring t-pain
green light,john legend featuring andre 3000
crush,david archuleta
rehab,rihanna
viva la vida,coldplay
chopped 'n' skrewed,t-pain featuring ludacris
closer,ne-yo
pop champagne,jim jones & ron browz featuring juelz santana
spotlight,jennifer hudson
decode,paramore
bust your windows,jazmine sullivan
shattered (turn the car around),o.a.r.
swagga like us,jay-z & t.i. featuring kanye west & lil wayne
keeps gettin' better,christina aguilera
forever,chris brown
fall for you,secondhand serenade
t-shirt,shontelle
roll with me,montgomery gentry
love remains the same,gavin rossdale
just a dream,carrie underwood
paper planes,m.i.a.
already gone,sugarland
white horse,taylor swift
got money,lil wayne featuring t-pain
human,the killers
gives you hell,the all-american rejects
let it go,tim mcgraw
my life,the game featuring lil wayne
sober,p!nk
right here (departed),brandy
krazy,pitbull featuring lil jon
swing,savage featuring soulja boy tell'em
here,rascal flatts
trading places,usher
she wouldn't be gone,blake shelton
light on,david cook
start a band,brad paisley duet with keith urban
untouched,the veronicas
i don't care,fall out boy
get up,50 cent
last of a dying breed,ludacris co-starring lil wayne
i'm so paid,akon featuring lil wayne & young jeezy
in color,jamey johnson
you're gonna go far  kid,the offspring
sweet thing,keith urban
come on get higher,matt nathanson
feel that fire,dierks bentley
sex on fire,kings of leon
country boy,alan jackson
lookin' for a good time,lady antebellum
don't,billy currington
everybody wants to go to heaven,kenny chesney with the wailers
so fly,slim featuring yung joc
love remembers,craig morgan
i hate this part,the pussycat dolls
cowgirls don't cry,brooks & dunn featuring reba mcentire
need u bad,jazmine sullivan
chinese democracy,guns n' roses
ifuleave,musiq soulchild featuring mary j. blige
what about now,daughtry
playa cardz right,keyshia cole featuring 2pac
god love her,toby keith
lost!,coldplay with jay-z
put it on ya,plies featuring chris j
amazing,kanye west featuring young jeezy
i don't care,apocalyptica featuring adam gontier
lovebug,jonas brothers
what them girls like,ludacris co-starring chris brown & sean garrett
broken,lifehouse
leave out all the rest,linkin park
i'd come for you,nickelback
do you believe me now,jimmy wayne
all summer long,the rock heroes
second chance,shinedown
anything goes,randy houser
bad girlfriend,theory of a deadman
umbrella,rihanna featuring jay-z
party like a rockstar,shop boyz
hey there delilah,plain white t's
big girls don't cry,fergie
buy u a drank (shawty snappin'),t-pain featuring yung joc
the way i are,timbaland featuring keri hilson
makes me wonder,maroon 5
girlfriend,avril lavigne
summer love,justin timberlake
rehab,amy winehouse
big things poppin' (do it),t.i.
make me better,fabolous featuring ne-yo
a bay bay,hurricane chris
bartender,t-pain featuring akon
thnks fr th mmrs,fall out boy
before he cheats,carrie underwood
pop  lock & drop it,huey
get it shawty,lloyd
home,daughtry
never again,kelly clarkson
lip gloss,lil mama
never wanted nothing more,kenny chesney
u + ur hand,p!nk
what i've done,linkin park
life's what you make it,hannah montana
wait for you,elliott yamin
nobody's perfect,hannah montana
the sweet escape,gwen stefani featuring akon
glamorous,fergie featuring ludacris
beautiful girls,sean kingston
give it to me,timbaland featuring nelly furtado & justin timberlake
same girl,r. kelly duet with usher
i tried,bone thugs-n-harmony featuring akon
rockstar,nickelback
lean like a cholo,down a.k.a. kilo
lost in this moment,big & rich
tambourine,eve
wipe me down,lil boosie featuring foxx & webbie
shut up and drive,rihanna
whine up,kat deluna featuring elephant man
2 step,unk
teardrops on my guitar,taylor swift
the great escape,boys like girls
because of you,ne-yo
like a boy,ciara
sexy lady,yung berg featuring junior
do you know? (the ping pong song)/dimelo,enrique iglesias
icky thump,the white stripes
like this,mims
like this,kelly rowland featuring eve
when i see u,fantasia
because of you,reba mcentire duet with kelly clarkson
ticks,brad paisley
we takin' over,dj khaled featuring t.i., akon, rick ross, fat joe, lil' wayne & baby
(you want to) make a memory,bon jovi
teachme,musiq soulchild
better than me,hinder
please don't go,tank
i need you,tim mcgraw with faith hill
how do i breathe,mario
4 in the morning,gwen stefani
do you,ne-yo
first time,lifehouse
anonymous,bobby valentino featuring timbaland
lucky man,montgomery gentry
i'm a flirt,r. kelly or bow wow (featuring t.i. & t-pain)
let it go,keyshia cole featuring missy elliott & lil kim
good directions,billy currington
i told you so,keith urban
outta my system,bow wow featuring t-pain & johnta austin
wrapped,george strait
dance tonight,paul mccartney
forever,papa roach
find out who your friends are,tracy lawrence
everything,michael buble
johnny cash,jason aldean
potential breakup song,aly & aj
teenagers,my chemical romance
these are my people,rodney atkins
shawty,plies featuring t-pain
paralyzer,finger eleven
when you're gone,avril lavigne
get me bodied,beyonce
moments,emerson drive
a different world,bucky covington
startin' with me,jake owen
who knew,p!nk
beautiful liar,beyonce & shakira
wall to wall,chris brown
little wonders,rob thomas
g.n.o. (girl's night out),miley cyrus
make some noise,hannah montana
lost,faith hill
i wonder,kellie pickler
you know i'm no good,amy winehouse
easy,paula deanda featuring bow wow
bubbly,colbie caillat
until the end of time,justin timberlake duet with beyonce
true friend,hannah montana
stand,rascal flatts
check on it,beyonce featuring slim thug
you're beautiful,james blunt
grillz,nelly featuring paul wall, ali & gipp
be without you,mary j. blige
i'm n luv (wit a stripper),t-pain featuring mike jones
shake that,eminem featuring nate dogg
so sick,ne-yo
temperature,sean paul
yo (excuse me miss),chris brown
unpredictable,jamie foxx featuring ludacris
unwritten,natasha bedingfield
lean wit it  rock wit it,dem franchize boyz featuring lil peanut & charlay
run it!,chris brown
dirty little secret,the all-american rejects
stickwitu,the pussycat dolls
dance  dance,fall out boy
because of you,kelly clarkson
gold digger,kanye west featuring jamie foxx
everytime we touch,cascada
one wish,ray j
there it go! (the whistle song),juelz santana
pump it,the black eyed peas
photograph,nickelback
stupid girls,p!nk
laffy taffy,d4l
my humps,the black eyed peas
jesus  take the wheel,carrie underwood
l.o.v.e.,ashlee simpson
don't forget about us,mariah carey
touch it,busta rhymes
love,keyshia cole
sugar  we're goin' down,fall out boy
walk away,kelly clarkson
feel good inc,gorillaz
you and me,lifehouse
rompe,daddy yankee
honky tonk badonkadonk,trace adkins
upside down,jack johnson
when i get where i'm going,brad paisley featuring dolly parton
we be burnin',sean paul
breaking free,zac efron, andrew seeley & vanessa anne hudgens
fresh azimiz,bow wow featuring j-kwon & jermaine dupri
