Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Label
toby keith,love me if you can,2007,1,0.581,0.645,5,-6.274,1,0.0279,0.263,0.000926,0.0805,0.369,147.947,1
lady antebellum,hello world,2010,1,0.427,0.531,8,-6.985,1,0.0297,0.0555,0.00106,0.0835,0.145,111.079,1
audio adrenaline,my god  (audio adrenaline album version),1992,1,0.636,0.721,9,-7.61,0,0.235,0.231,1.37E-05,0.701,0.422,99.648,0
keith sweat,ill give all my love to you,2004,1,0.62,0.514,8,-7.948,1,0.0417,0.431,0,0.148,0.453,140.062,1
flutlicht,ahmea,2016,10,0.431,0.993,8,-5.814,1,0.0876,0.000931,0.772,0.126,0.318,140.999,0
patty griffin,moses,1996,1,0.401,0.361,4,-6.492,1,0.0396,0.864,0,0.104,0.319,194.6,0
sergio dalma,un cachito de ti,1995,1,0.521,0.809,11,-5.275,1,0.0321,0.19,0,0.321,0.76,164.015,0
queen latifah,u.n.i.t.y.,2002,1,0.672,0.758,4,-4.18,0,0.359,0.00473,1.20E-06,0.326,0.493,94.312,1
corbin bleu,push it to the limit,2007,1,0.814,0.9,5,-3.318,0,0.0605,0.0112,2.01E-06,0.0631,0.761,125.988,1
novembre,reason,2016,5,0.22,0.789,0,-6.791,1,0.0427,7.22E-05,0.196,0.127,0.112,104.765,0
coco montoya,gotta mind to travel,1995,4,0.45,0.883,5,-5.288,1,0.0464,0.00159,0.646,0.202,0.808,155.037,0
panzer ag,when i am you,2006,5,0.5,0.954,2,-3.599,1,0.0577,0.000115,0.869,0.209,0.333,119.989,0
billy dean,let them be little,2005,3,0.54,0.516,1,-5.221,1,0.0246,0.266,0,0.204,0.285,135.9,1
seether,rise above this,2007,1,0.532,0.829,1,-3.099,1,0.0327,0.011,2.05E-06,0.0802,0.264,120.009,1
donell jones,knocks me off my feet,1996,6,0.469,0.594,7,-8.209,1,0.0403,0.0663,0,0.0806,0.485,167.223,1
rascal flatts,i wont let go,2010,1,0.557,0.406,4,-7.083,1,0.0278,0.742,0,0.113,0.222,131.96,1
the all-american rejects,it ends tonight,2005,1,0.335,0.676,0,-4.68,1,0.0301,0.00275,0,0.141,0.341,175.845,1
alana davis,32 flavors,1997,10,0.659,0.702,2,-9.255,1,0.0308,0.11,0.000136,0.365,0.402,94.28,1
agnostic front,no one hears you,2004,11,0.32,0.927,1,-4.668,1,0.0555,2.51E-06,0.0385,0.0782,0.705,99.837,0
jewel,standing still,2001,10,0.618,0.647,2,-7.308,1,0.0344,0.115,6.12E-06,0.113,0.315,123.889,1
shelby lynne,old times sake,2005,1,0.717,0.184,7,-14.876,1,0.0338,0.57,0.0005,0.0753,0.192,61.14,0
theory of a deadman,all or nothing,2008,4,0.419,0.785,10,-4.483,0,0.0313,0.0289,0,0.0799,0.332,152.053,1
from autumn to ashes,sensory deprivation adventure,2007,4,0.47,0.918,10,-5.773,1,0.0507,8.26E-06,0.277,0.395,0.457,92.964,0
guns n roses,since i dont have you,1993,1,0.466,0.632,6,-6.94,1,0.0326,0.465,0.000256,0.135,0.246,68.893,1
methods of mayhem / scott kirkland,narcotic,1999,1,0.812,0.949,1,-3.016,1,0.194,0.00361,0.17,0.323,0.587,115.996,0
mikaila,so in love with two,2001,1,0.772,0.786,2,-4.596,0,0.0358,0.269,1.21E-06,0.0569,0.824,120.005,1
the distillers,oh serena,2000,4,0.297,0.973,3,-2.971,1,0.0793,0.00288,0.00434,0.468,0.49,163.035,0
x-ecutioners featuring tom tom club & biz markie,genius of love 2002 (featuring tom tom club & biz markie),2002,2,0.931,0.772,7,-5.583,1,0.187,0.0343,0.000172,0.37,0.73,102.634,0
drs,gangsta lean,1993,8,0.742,0.258,3,-11.885,0,0.0339,0.451,0,0.0926,0.476,82.576,1
beyonce,ring the alarm,2007,5,0.458,0.751,2,-8.395,1,0.469,0.0299,0.000155,0.258,0.48,169.673,1
erykah badu,window seat,2010,3,0.643,0.535,0,-6.795,0,0.0941,0.648,0.00213,0.0766,0.564,82.193,1
dart,for the good times,2003,12,0.62,0.503,0,-9.75,1,0.0631,0.00557,0.00383,0.511,0.689,147.959,0
inhume,inhume,2008,12,0.178,0.975,6,-4.39,0,0.0875,1.18E-06,0.958,0.0691,0.0355,111.023,0
sonic subjunkies,djungelstadt,1998,9,0.47,0.918,1,-6.474,1,0.0748,0.00423,0.00329,0.282,0.492,89.746,0
year long disaster,stranger in my room,2010,3,0.428,0.909,2,-4.618,1,0.0578,0.000751,4.25E-06,0.16,0.334,166.167,0
walter jackson,what would you do,1996,6,0.591,0.284,5,-12.261,1,0.0293,0.723,5.71E-05,0.233,0.457,78.565,0
pacha massive,drive,2007,2,0.804,0.789,4,-7.771,0,0.0327,0.0949,0.815,0.114,0.68,126.011,0
lisa lynne,isla del luna,1999,4,0.799,0.324,2,-14.581,1,0.0315,0.756,0.863,0.157,0.207,96.036,0
ashanti,foolish,2002,1,0.477,0.728,0,-5.71,1,0.0831,0.358,0,0.11,0.69,89.209,1
janet,all for you,2010,1,0.776,0.88,2,-4.67,1,0.121,0.0118,0.0295,0.301,0.725,113.503,1
david gray,babylon,1998,11,0.737,0.543,8,-10.403,1,0.0374,0.0598,0.01,0.103,0.256,112.016,1
poncho sanchez,ju ju,2001,1,0.547,0.732,0,-9.164,1,0.036,0.464,0.774,0.0899,0.515,107.007,0
kitaro,trong com,1993,1,0.493,0.137,4,-22.166,1,0.158,0.993,6.00E-05,0.65,0.64,110.501,0
trace adkins,this aint no love song,2010,1,0.505,0.886,4,-4.886,1,0.0597,0.0771,0.000219,0.125,0.591,159.96,1
rise against,everchanging,2013,1,0.544,0.381,11,-6.111,1,0.0341,0.519,1.46E-06,0.116,0.233,120.025,0
fake problems,tabernacle song,2009,2,0.401,0.656,0,-6.254,1,0.0311,0.0146,0,0.154,0.48,103.463,0
glee cast,"its a mans, mans mans world",2010,6,0.645,0.375,3,-6.138,0,0.0279,0.729,2.16E-05,0.102,0.534,81.027,1
finger eleven,paralyzer,2007,1,0.645,0.941,4,-3.425,0,0.0448,0.169,0,0.251,0.881,106.015,1
call to preserve,hindsight,2008,9,0.381,0.981,10,-1.9,0,0.237,7.72E-05,0.000812,0.354,0.625,103.401,0
r.l. burnside,rollin and tumblin,2004,8,0.612,0.911,8,-5.028,1,0.0514,0.000705,0.114,0.127,0.844,106.009,0
martina mcbride,when god-fearin women get the blues,2012,10,0.603,0.707,2,-6.215,1,0.0804,0.118,0,0.14,0.455,141.837,1
krystof,svedomi,2006,10,0.671,0.772,9,-6.617,1,0.0427,0.0201,6.49E-05,0.114,0.379,88.045,0
information society,slipping away/here is kazmeyer,1990,1,0.526,0.428,9,-15.124,1,0.0295,0.0917,4.32E-06,0.261,0.206,89.97,0
whitney houston & deborah cox,"same script, different cast",2006,7,0.677,0.649,9,-8.612,1,0.0355,0.00729,0.215,0.098,0.204,131.109,1
case,happily ever after,1999,1,0.746,0.615,4,-7.124,0,0.0345,0.191,0,0.0861,0.512,120.049,1
phil collins,please come out tonight,2004,9,0.39,0.243,3,-13.074,1,0.0296,0.853,0.00023,0.111,0.145,179.642,0
marco beltrami,dead hackers,2007,1,0.153,0.119,11,-20.757,1,0.0384,0.812,0.926,0.0777,0.0388,135.481,0
moss,winter in finland,2006,9,0.606,0.567,11,-10.325,0,0.0312,0.0829,0.00391,0.117,0.33,120.067,0
maximilian hecker,let me out,2001,2,0.474,0.191,2,-12.002,1,0.0296,0.865,0.000175,0.0996,0.0562,132.002,0
paul glazby,beautiful,2017,6,0.66,0.934,6,-9.477,0,0.0748,8.60E-05,0.724,0.122,0.514,149.839,0
lady gaga,paparazzi,2008,1,0.755,0.688,8,-3.97,1,0.0535,0.0947,0,0.0852,0.429,114.928,1
glee cast,true colors,2009,12,0.611,0.387,2,-7.949,1,0.0242,0.118,0,0.213,0.335,85.978,1
eric champion,why do we do?,2012,9,0.64,0.713,5,-9.89,0,0.0415,0.0225,0.00315,0.098,0.737,115.604,0
ginuwine,differences,2001,4,0.562,0.594,3,-4.578,0,0.0558,0.318,0,0.311,0.423,62.876,1
new edition,hit me off,1996,1,0.716,0.704,2,-4.652,0,0.143,0.179,0.000105,0.467,0.907,88.986,1
william orbit,cavalleria rusticana,1995,1,0.459,0.156,5,-18.99,1,0.0708,0.958,0.912,0.176,0.382,117.725,0
40 grit,intro,2002,6,0.748,0.265,9,-16.597,1,0.947,0.894,0,0.273,0.718,80.911,0
charley pride,help me make it through the night,2016,8,0.461,0.342,0,-13.453,1,0.0293,0.849,0.0085,0.762,0.418,76.161,0
carlos ponce,escuchame,1999,1,0.707,0.886,0,-6.693,1,0.0821,0.123,0,0.235,0.68,98.065,0
gang starr,mass appeal,1994,3,0.808,0.726,10,-8.435,0,0.252,0.0208,0.276,0.129,0.616,96.12,1
all-4-one,i swear,2005,4,0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,1
aly & aj,like whoa,2007,1,0.7,0.831,6,-4.931,1,0.0681,0.0124,0.000966,0.0949,0.808,121.003,1
kalimba,al final,2009,12,0.365,0.689,10,-5.653,1,0.0507,0.495,1.21E-06,0.967,0.496,149.939,0
total fucking destruction,enslaved by propaganda,2007,5,0.16,0.96,4,-5.53,0,0.0943,3.87E-06,0.871,0.694,0.292,99.514,0
voice of the beehive,monsters and angels,1991,1,0.573,0.557,9,-9.778,1,0.0283,0.000247,2.26E-05,0.271,0.519,81.536,1
carrie underwood,before he cheats,2005,11,0.519,0.749,6,-3.318,0,0.0405,0.271,0,0.119,0.29,147.905,1
cher,save up all your tears,1991,1,0.605,0.737,9,-9.054,0,0.0407,0.0846,0,0.179,0.372,113.456,1
sara evans,i keep looking,2007,8,0.737,0.817,10,-4.246,1,0.0508,0.0577,0,0.118,0.751,112.866,1
jason aldean,laughed until we cried,2007,5,0.547,0.485,7,-5.368,1,0.0292,0.467,0,0.0736,0.243,145.057,1
phantom planet,here i am,2006,4,0.686,0.479,1,-8.99,1,0.0614,0.148,0.888,0.0979,0.105,105.68,0
eddie,pode me chamar,2003,1,0.681,0.592,8,-12.565,1,0.0717,0.0899,0.018,0.103,0.672,79.943,0
dj godfather,intro,2000,12,0.805,0.676,6,-13.333,0,0.234,0.0637,0.000624,0.133,0.665,105.491,0
the knux,bang! bang!,2008,1,0.702,0.733,4,-4.522,0,0.127,0.00602,3.80E-06,0.126,0.514,140.037,0
sheryl crow,soak up the sun,2002,4,0.715,0.75,4,-4.898,1,0.0448,0.0418,0,0.139,0.71,119.992,1
joe bataan,ernestine,2005,2,0.611,0.417,10,-10.065,1,0.0373,0.395,0.00921,0.199,0.337,87.73,0
kellie coffey,when you lie next to me,2002,5,0.312,0.404,5,-10.014,1,0.0293,0.184,0,0.306,0.115,138.425,1
zeca baleiro,telegrama,2008,6,0.643,0.501,11,-7.981,0,0.0424,0.117,0.0463,0.239,0.394,94.514,0
b2k featuring fabolous,badaboom,2003,11,0.8,0.644,4,-4.898,1,0.148,0.0215,0.00059,0.0924,0.816,96.015,1
the dillinger escape plan,setting fire to sleeping giants,2004,7,0.413,0.992,9,-3.923,0,0.375,0.0093,0.000562,0.232,0.29,166.906,0
paul cantelon,mary in labor,2008,1,0.221,0.201,4,-20.712,1,0.0378,0.875,0.944,0.158,0.036,66.545,0
alicia keys,a womans worth,2001,6,0.667,0.41,4,-8.323,0,0.138,0.331,0,0.064,0.493,75.069,1
heavenly,smile,1992,1,0.544,0.499,2,-8.458,1,0.0327,0.0435,0.00354,0.252,0.711,139.694,0
cracker,shake some action,1995,1,0.564,0.763,4,-5.245,1,0.0277,0.00305,0.00229,0.0884,0.632,136.182,0
aesop rock,n.y. electric / hunter interlude,2003,9,0.474,0.743,6,-9.586,1,0.545,0.252,0,0.905,0.776,80.79,0
aaron watson,sweet contradiction,2008,4,0.331,0.68,9,-9.059,1,0.0335,0.227,7.37E-05,0.109,0.671,92.277,0
joshua kadison,beautiful in my eyes,1993,1,0.582,0.381,3,-10.045,1,0.0256,0.595,1.10E-05,0.132,0.283,141.947,1
bodeans,back then,2010,4,0.589,0.777,9,-5.582,1,0.0495,0.132,2.00E-05,0.162,0.575,148.066,0
fantasia,when i see u,2006,12,0.569,0.596,8,-6.486,1,0.171,0.457,8.99E-05,0.205,0.757,93.134,1
whitney cummings,porn,2014,6,0.562,0.97,3,-4.279,0,0.885,0.825,0,0.801,0.28,121.631,0
bonnie raitt,love sneakin up on you,2003,1,0.483,0.673,7,-8.105,1,0.0438,0.0217,6.53E-06,0.209,0.558,189.704,1
gary allan,songs about rain,2003,1,0.57,0.671,7,-4.954,1,0.028,0.0335,0,0.102,0.211,121.401,1
randy travis,three wooden crosses,2015,4,0.523,0.501,1,-9.276,1,0.0366,0.459,0,0.0818,0.391,158.179,1
scar symmetry,the illusionist,2006,4,0.404,0.964,2,-3.668,1,0.062,5.58E-05,0.0012,0.137,0.404,75.008,0
the killers,boots,2011,1,0.558,0.657,6,-5.015,1,0.0286,0.173,6.04E-05,0.117,0.115,98.926,1
jeff wahl,india,2003,12,0.48,0.136,2,-24.682,1,0.0481,0.954,0.908,0.119,0.119,118.6,0
the chieftains,the raggle taggle gypsy,2003,9,0.581,0.673,2,-6.206,0,0.0345,0.53,4.98E-05,0.23,0.823,104.825,0
adam richman,from the pain,2005,4,0.597,0.949,3,-3.28,1,0.0404,0.00114,0.000703,0.123,0.783,131.98,0
goose,bring it on,2006,9,0.66,0.919,6,-4.53,1,0.0521,0.00755,0.00621,0.299,0.66,119.953,0
michael jackson,will you be there,1991,11,0.349,0.432,8,-9.554,1,0.0384,0.82,0.085,0.191,0.137,82.935,1
the ocean,catharsis of a heretic,2010,4,0.596,0.492,5,-8.287,0,0.0313,0.206,0.00245,0.128,0.677,139.984,0
karen peck and new river,my god will always be enough,2007,1,0.42,0.126,11,-12.026,1,0.0355,0.878,0,0.118,0.233,110.951,0
dixie chicks,give it up or let me go,1998,1,0.617,0.905,2,-4.329,1,0.0321,0.119,0.00117,0.77,0.769,103.862,0
glee cast featuring kristin chenoweth,home,2010,5,0.266,0.354,5,-6.133,0,0.0318,0.728,0,0.123,0.134,106.3,1
mad lion,take it easy,2009,6,0.945,0.67,5,-12.821,0,0.222,0.631,0,0.199,0.599,99.357,1
rise against,state of the union,2004,1,0.59,0.973,10,-3.512,0,0.103,0.00058,0.225,0.501,0.371,132.212,0
walter ego,purple pygmies,1998,6,0.602,0.712,10,-11.089,0,0.0448,0.0527,0.87,0.409,0.33,93.095,0
outkast,ms. jackson,2000,10,0.843,0.805,4,-5.946,0,0.269,0.142,0,0.0771,0.615,94.946,1
artists stand up to cancer,just stand up!,2008,1,0.562,0.953,7,-1.09,1,0.0833,0.186,0,0.679,0.545,176.513,1
john forte,ninety nine [flash the message],1998,5,0.882,0.52,4,-10.899,0,0.315,0.0589,0,0.313,0.447,96.846,1
desree,you gotta be,1994,4,0.627,0.669,0,-9.985,1,0.0412,0.211,2.72E-06,0.111,0.498,94.029,1
bravehearts,sensations,2003,12,0.51,0.547,11,-10.431,0,0.463,0.0464,0,0.056,0.907,192.435,0
five for fighting,superman (its not easy),2000,9,0.382,0.416,0,-9.303,1,0.0302,0.0733,0,0.0719,0.125,102.089,1
gus viseur,fausse monnaie,2010,5,0.65,0.38,2,-10.342,0,0.0733,0.949,0.505,0.316,0.85,178.836,0
buzzcocks,no reply (demo),1997,6,0.316,0.855,11,-6.913,1,0.0704,0.00263,0,0.315,0.762,177.305,0
rick ross,hustlin,2006,1,0.505,0.657,9,-7.254,1,0.288,0.0898,0,0.0606,0.666,135.995,1
behemoth,chant for eschaton 2000,2014,10,0.501,0.988,3,-6.866,1,0.0857,8.65E-05,0.432,0.732,0.0615,90.032,0
dave matthews band,tripping billies,1996,4,0.569,0.932,11,-5.659,0,0.0388,0.000496,0.0342,0.259,0.944,120.858,0
lyrics born,i changed my mind (dj spinna remix),2005,4,0.732,0.967,11,-3.489,1,0.21,0.0132,4.34E-06,0.326,0.581,98.922,0
photek,terminus,2000,1,0.581,0.906,10,-7.805,0,0.0578,0.013,0.847,0.779,0.816,104.827,0
joe jonas,gotta find you,2008,1,0.441,0.74,11,-5.108,1,0.0356,0.0712,0,0.0806,0.45,82.049,1
cassie,long way 2 go,2006,8,0.589,0.655,8,-8.138,1,0.0488,0.057,0.000353,0.372,0.675,105.272,1
lit,lovely day,1999,2,0.423,0.933,10,-4.029,1,0.0603,0.000353,0,0.125,0.405,134.881,0
hootie & the blowfish,old man & me (when i get to heaven),2005,3,0.562,0.423,4,-16.572,1,0.0283,8.12E-05,0.818,0.316,0.662,99.97,1
aly & aj,potential breakup song,2007,1,0.57,0.886,6,-4.145,0,0.044,0.00112,0.00739,0.594,0.805,158.035,1
chiddy bang,opposite of adults,2010,10,0.674,0.899,9,-5.115,1,0.193,0.011,0,0.327,0.604,95.999,1
lighthouse family,ocean drive,1995,1,0.616,0.698,7,-9.379,1,0.0315,0.0191,0.0279,0.1,0.879,90.655,0
the distillers,ask the angels,2000,4,0.306,0.928,8,-3.134,1,0.0546,0.119,2.20E-05,0.37,0.468,141.283,0
kathy troccoli,tell me where it hurts,1994,6,0.652,0.603,7,-6.903,1,0.0247,0.293,0,0.0816,0.353,90.997,1
doug macleod,the sun shine down my way,2015,6,0.518,0.193,2,-9.062,1,0.0515,0.777,0.0141,0.105,0.211,169.181,0
will ackerman,a movie of a placid lake on a moonless night in september - reprise,1992,5,0.188,0.0419,4,-30.402,1,0.0462,0.918,0.904,0.0863,0.0408,185.352,0
mastodon,shadows that move,2006,2,0.309,0.972,1,-3.889,1,0.127,1.02E-05,0.142,0.202,0.564,134.013,0
wendy moten,make this love last,1992,1,0.758,0.777,0,-9.607,1,0.0421,0.0292,0.00361,0.0376,0.965,109.046,0
tyrese,lately,1998,8,0.541,0.701,7,-7.287,0,0.102,0.0761,0,0.0763,0.334,80.057,1
jennifer hanson,beautiful goodbye,2003,1,0.623,0.878,2,-3.662,1,0.0372,0.146,0.00191,0.137,0.608,113.225,1
kane,damn those eyes,2004,5,0.26,0.461,10,-11.193,0,0.0569,0.447,0,0.147,0.161,167.788,0
red hot chili peppers,tell me baby,2006,5,0.695,0.993,0,-3.102,1,0.0614,0.00194,0.00217,0.0877,0.28,107.933,1
mobb deep,hell on earth (front lines),1996,11,0.875,0.658,0,-3.641,1,0.359,0.275,0,0.122,0.661,92.039,0
francis dunnery,too much saturn,1995,9,0.575,0.825,10,-5.622,1,0.0634,0.249,0,0.317,0.908,129.82,0
missy elliott,ching-a-ling,2008,1,0.713,0.632,4,-7.249,0,0.114,0.00822,1.69E-05,0.0978,0.474,99.793,1
every time i die,depressionista,2007,9,0.425,0.955,9,-5.295,1,0.0442,0.000308,0,0.0745,0.546,95.639,0
christina aguilera,hurt,2006,8,0.327,0.295,4,-6.907,0,0.0313,0.775,0,0.107,0.143,148.574,1
brooks & dunn,play something country,2009,9,0.684,0.909,0,-3.797,1,0.0321,0.0782,1.22E-06,0.373,0.864,115.034,1
facto delafe y las flores azules,desde el este,2007,10,0.85,0.539,3,-7.109,1,0.0327,0.0292,0.0397,0.0549,0.956,96.031,0
phantom planet,the meantime,2004,3,0.471,0.978,11,-3.124,0,0.12,4.86E-05,0.105,0.285,0.333,132.809,0
estopa,me falta el aliento,2000,7,0.53,0.748,0,-9.731,1,0.112,0.204,0.000222,0.338,0.632,124.875,0
tinariwen,chatma,2004,10,0.81,0.422,9,-10.832,1,0.0353,0.217,0.133,0.0754,0.31,106.002,0
naughty by nature,ring the alarm,1999,4,0.645,0.808,7,-7.068,1,0.374,0.0778,0,0.121,0.728,89.003,0
tyrone wells,need,2006,1,0.55,0.525,8,-6.673,0,0.0464,0.0725,0,0.0931,0.366,159.932,0
silversun pickups,panic switch,2009,4,0.163,0.885,5,-4.623,0,0.0725,0.000202,0.0121,0.228,0.549,198.556,1
w.a.s.p.,when the levee breaks,2007,1,0.287,0.973,3,-4.573,1,0.0626,0.00137,0.679,0.18,0.368,145.155,0
the rentals,friends of p.,1995,10,0.613,0.721,1,-6.868,1,0.0252,0.000641,1.60E-05,0.13,0.763,107.956,1
anne dudley,still lost in the forest,2000,1,0.132,0.175,4,-19.001,0,0.0346,0.905,0.226,0.115,0.0373,89.34,0
billy currington,must be doin somethin right,2011,1,0.483,0.625,9,-3.848,1,0.027,0.203,0,0.0484,0.366,167.975,1
rick astley,hopelessly,1993,9,0.547,0.457,8,-9.872,1,0.0293,0.46,0,0.122,0.298,150.001,1
metallica,hero of the day,1996,6,0.351,0.9,8,-7.146,1,0.0357,0.000107,0.0262,0.11,0.777,116.023,1
pennywise,yell out,2005,8,0.44,0.952,8,-5.031,1,0.0874,8.37E-05,0,0.232,0.609,101.181,0
u2,last night on earth,1997,3,0.552,0.696,1,-8.374,1,0.0324,0.00661,0.00104,0.0721,0.52,116.175,1
vitamin c,graduation (friends forever),1999,8,0.583,0.637,0,-6.464,1,0.0459,0.00722,0.0419,0.177,0.315,80.004,1
beyonce,at last,2008,11,0.26,0.26,5,-10.669,1,0.0329,0.666,0.00447,0.175,0.318,172.655,1
tracy lawrence,paint me a birmingham,2011,6,0.519,0.52,6,-4.547,1,0.03,0.0757,0,0.166,0.281,129.862,1
tha liks,da da da da,2001,5,0.633,0.844,9,-5.101,1,0.404,0.0227,0,0.0786,0.823,94.263,0
mary j. blige,family affair,2001,1,0.925,0.56,8,-3.795,0,0.0436,0.138,1.19E-05,0.0861,0.966,92.895,1
rob thomas,someday,2009,6,0.573,0.905,10,-5.954,1,0.0343,0.0408,0,0.113,0.683,135.943,1
steel pulse,role model,1997,8,0.816,0.601,1,-6.396,0,0.272,0.0184,0,0.0117,0.756,77.993,0
line renaud,gwendolina,2010,7,0.743,0.648,7,-4.802,1,0.0423,0.908,0,0.206,0.828,137.359,0
dakota moon,a promise i make,1998,4,0.711,0.481,0,-8.135,0,0.0242,0.273,0,0.0952,0.392,90.118,1
the presets,are you the one?,2008,1,0.667,0.781,0,-3.311,1,0.0799,0.00596,1.98E-06,0.463,0.568,132.952,0
3 doors down,away from the sun,2002,1,0.532,0.686,0,-6.238,1,0.0254,0.0273,0,0.0903,0.304,131.962,1
justin timberlake,what goes around...comes around,2006,9,0.685,0.723,7,-4.791,1,0.176,0.131,0.000935,0.592,0.385,75.995,1
jack johnson,inaudible melodies,2011,4,0.811,0.289,6,-13.92,1,0.0759,0.605,0.0288,0.133,0.35,142.97,0
anne dudley,victims of the occupation,2007,1,0.221,0.142,1,-17.122,0,0.0356,0.963,0.883,0.093,0.037,60.237,0
inspiral carpets,commercial reign,1990,7,0.506,0.902,9,-4.705,1,0.0458,0.000198,0.156,0.251,0.764,113.618,0
toby keith,trailerhood,2010,1,0.663,0.821,7,-4.557,1,0.0356,0.229,0,0.295,0.849,98.001,1
the rolling stones,love is strong,1994,7,0.536,0.86,7,-5.024,1,0.0479,0.0199,0.167,0.0619,0.532,110.162,1
milieu,blackwood moth,2007,4,0.708,0.286,10,-13.724,1,0.143,0.0112,0.87,0.138,0.736,174.06,0
master p,souljas,2005,1,0.935,0.75,11,-5.113,0,0.251,0.039,0,0.18,0.451,99.873,1
az,aziatic (outro),2002,1,0.56,0.575,2,-7.26,1,0.285,0.00211,0.0475,0.0626,0.771,174.172,0
the cardigans,paralyzed,1998,10,0.543,0.627,2,-7.348,0,0.0359,0.00163,0.027,0.135,0.165,145.278,0
scar symmetry,the three-dimensional shadow,2008,6,0.532,0.984,1,-3.435,1,0.101,1.62E-05,0.102,0.36,0.384,110.03,0
themselves,crayon sharpener,1999,1,0.814,0.573,1,-13.452,1,0.21,0.554,3.19E-05,0.0969,0.546,167.885,0
steve vai,brother,1996,9,0.5,0.528,5,-7.46,1,0.0305,0.534,1.00E-05,0.135,0.217,113.847,0
tantric,coming undone,2009,8,0.641,0.936,9,-2.848,0,0.067,0.00103,6.73E-05,0.0875,0.6,140.05,0
robin fox,wonderland,2001,2,0.524,0.923,7,-7.836,1,0.0496,0.00462,0.213,0.124,0.15,140.005,0
atomic rooster,take it for granted,2013,7,0.343,0.508,9,-12.218,0,0.0349,0.00673,0.308,0.117,0.292,134.977,0
ozzy osbourne,no more tears,1991,9,0.346,0.749,6,-6.506,1,0.035,0.00167,8.86E-05,0.648,0.315,102.591,1
temple of the dog,hunger strike,1990,1,0.369,0.613,7,-10.847,1,0.0335,0.025,4.96E-06,0.101,0.338,137.793,0
puddle of mudd,drift & die,2001,1,0.424,0.853,11,-4.291,1,0.0378,0.00888,0,0.105,0.354,96.034,1
uphill battle,climate control,2002,5,0.219,0.92,2,-6.545,1,0.0904,3.04E-05,0.696,0.341,0.229,106.806,0
russ irwin,my heart belongs to you,2011,1,0.491,0.34,3,-12.18,1,0.0293,0.645,1.46E-06,0.112,0.226,133.305,1
m2m,mirror mirror,2000,2,0.696,0.685,1,-5.53,0,0.0246,0.218,0,0.0988,0.507,100.088,1
phil collins,welcome,2003,1,0.667,0.501,0,-8.058,1,0.0436,0.335,0,0.0821,0.555,123.94,0
rick astley,nature boy,2005,10,0.68,0.367,0,-9.883,0,0.025,0.427,0.00218,0.112,0.348,100.078,0
avant,when it hurts,2008,1,0.682,0.646,11,-5.509,1,0.0839,0.376,0,0.0705,0.253,128.279,1
alex ubago,ciudad desierta,2009,3,0.513,0.763,7,-5.562,1,0.0305,0.214,1.45E-06,0.268,0.488,135.016,0
kanye west,street lights,2008,1,0.641,0.488,1,-9.604,1,0.0349,0.0321,0.0293,0.233,0.441,125.497,0
deep forest,hunting,2017,11,0.721,0.719,6,-13.07,1,0.0423,0.00352,0.551,0.0534,0.94,130.016,0
evanescence,call me when youre sober,2006,1,0.45,0.883,7,-4.094,1,0.0524,0.00193,0,0.293,0.328,93.41,1
richard marx,the way she loves me,1997,1,0.713,0.806,6,-7.262,0,0.0472,0.0473,0,0.275,0.863,112.073,1
william orbit,the monkey king,1993,1,0.14,0.0316,10,-34.91,1,0.0401,0.289,0.879,0.11,0.0322,95.891,0
l.a. guns,some lie for love,1991,1,0.595,0.856,2,-9.532,1,0.0429,0.0303,0.000298,0.0476,0.519,133.568,0
dixie chicks,long time gone,2002,7,0.549,0.693,2,-5.572,1,0.0311,0.18,1.75E-06,0.153,0.819,170.241,1
bryan adams,thought id died and gone to heaven,1991,9,0.438,0.735,4,-8.114,1,0.0301,0.0632,0,0.0943,0.527,174.335,1
bikini machine,the race,2010,4,0.121,0.781,9,-4.349,0,0.0427,5.34E-05,0.843,0.137,0.0741,163.59,0
luiz bonfa,santeleco,2006,2,0.736,0.421,2,-14.623,0,0.0517,0.821,0.00175,0.231,0.96,96.565,0
john hammond,come to find out,2005,1,0.503,0.399,4,-7.468,0,0.0343,0.687,6.04E-06,0.101,0.334,89.638,0
pearl jam,you are,1996,8,0.427,0.884,4,-8.631,1,0.0905,0.0301,0.211,0.109,0.623,176.563,0
jade,"i wanna love you (from class act"")""",1992,5,0.731,0.707,0,-9.79,0,0.0769,0.0596,0.00654,0.264,0.838,200.306,1
dixie chicks,cold day in july,1999,8,0.574,0.368,7,-10.644,1,0.0271,0.0163,2.12E-05,0.0746,0.296,129.457,1
sting,you still touch me,1996,1,0.668,0.602,7,-8.09,1,0.0221,0.0594,0,0.0763,0.657,101.266,1
daler mehndi,teri nau ke paune teen,2001,5,0.729,0.975,0,-3.692,1,0.213,0.356,1.82E-05,0.487,0.764,146.941,0
marshall crenshaw,rave on (live 1982),2005,3,0.642,0.365,8,-10.092,1,0.0361,0.855,0,0.104,0.861,81.458,0
