Title,ArtistName,Ranks,Weeks,isNew,Target
never be like you,flume ,76,2,0,1
body,dreezy ,77,4,0,1
ride,twenty one pilots,78,5,0,1
might be,dj luke nasty,79,9,0,1
nobody to blame,chris stapleton,80,15,0,1
saved,ty dolla $ign ,81,8,0,1
uber everywhere,madeintyo,82,2,0,1
kiss it better,rihanna,83,2,0,1
head over boots,jon pardi,84,7,0,1
law,yo gotti ,85,1,1,1
waves,kanye west,86,2,0,1
moolah,young greatness,87,2,0,1
sugar,robin schulz ,88,15,0,1
jimmy choo,fetty wap,89,10,0,1
ultralight beam,kanye west,90,2,0,1
faded,alan walker,91,1,1,1
ain't your mama,jennifer lopez,92,1,1,1
lights come on,jason aldean,93,2,0,1
if it ain't love,jason derulo,94,1,1,1
noise,kenny chesney,95,3,0,1
victorious,panic! at the disco,96,4,0,1
record year,eric church,97,2,0,1
come and see me,partynextdoor ,98,2,0,1
fast car,jonas blue ,99,4,0,1
new level,a$ap ferg ,100,2,0,1
old town road,lil nas x ,1,7,0,1
wow.,post malone,2,17,0,1
sunflower ,post malone ,3,26,0,1
7 rings,ariana grande,4,13,0,1
without me,halsey,5,28,0,1
sucker,jonas brothers,6,7,0,1
dancing with a stranger,sam smith ,7,14,0,1
boy with luv,bts ,8,1,1,1
bad guy,billie eilish,9,3,0,1
please me,cardi b ,10,9,0,1
middle child,j. cole,11,13,0,1
happier,marshmello ,12,35,0,1
sweet but psycho,ava max,13,18,0,1
thotiana,blueface,14,14,0,1
going bad,meek mill ,15,20,0,1
shallow,lady gaga ,16,29,0,1
better,khalid,17,31,0,1
break up with your girlfriend  i'm bored,ariana grande,18,10,0,1
eastside,benny blanco  halsey ,19,40,0,1
talk,khalid,20,10,0,1
high hopes,panic! at the disco,21,37,0,1
a lot,21 savage,22,17,0,1
girls like you,maroon 5 ,23,47,0,1
beautiful crazy,luke combs,24,23,0,1
close to me,ellie goulding x diplo ,25,22,0,1
sicko mode,travis scott,26,37,0,1
racks in the middle,nipsey hussle ,27,3,0,1
sanguine paradise,lil uzi vert,28,1,1,1
murder on my mind,ynw melly,29,13,0,1
be alright,dean lewis,30,25,0,1
bury a friend,billie eilish,31,12,0,1
drip too hard,lil baby ,32,31,0,1
pure water,mustard ,33,12,0,1
thank u  next,ariana grande,34,24,0,1
envy me,calboy,35,18,0,1
act up,city girls,36,7,0,1
look back at it,a boogie wit da hoodie,37,19,0,1
when the party's over,billie eilish,38,23,0,1
better now,post malone,39,51,0,1
you say,lauren daigle,40,40,0,1
here with me,marshmello ,41,6,0,1
here tonight,brett young,42,15,0,1
baby shark,pinkfong,43,16,0,1
eyes on you,chase rice,44,9,0,1
mia,bad bunny ,45,27,0,1
god's country,blake shelton,46,3,0,1
youngblood,5 seconds of summer,47,46,0,1
swervin,a boogie wit da hoodie ,48,17,0,1
tequila,dan + shay,49,50,0,1
money,cardi b,50,26,0,1
suge,dababy,51,3,0,1
who do you love,the chainsmokers ,52,10,0,1
look what god gave her,thomas rhett,53,7,0,1
good as you,kane brown,54,8,0,1
whiskey glasses,morgan wallen,55,7,0,1
con calma,daddy yankee ,56,11,0,1
make it sweet,old dominion,57,16,0,1
close friends,lil baby,58,25,0,1
mixed personalities,ynw melly ,59,13,0,1
worth it,yk osiris,60,9,0,1
robbery,juice wrld,61,9,0,1
i've been waiting,lil peep ,62,6,0,1
miss me more,kelsea ballerini,63,11,0,1
wish you were gay,billie eilish,64,7,0,1
you should see me in a crown,billie eilish,65,4,0,1
blue on black,five finger death punch ,66,1,1,1
don't call me up,mabel,67,4,0,1
sos,avicii ,68,1,1,1
rumor,lee brice,69,6,0,1
night shift,jon pardi,70,9,0,1
walk me home,p!nk,71,7,0,1
clout,offset ,72,2,0,1
kill this love,blackpink,73,2,0,1
pop out,polo g ,74,4,0,1
cool,jonas brothers,75,2,0,1
that's a rack,lil uzi vert,76,1,1,1
girls need love,summer walker x drake,77,8,0,1
shot clock,ella mai,78,12,0,1
girl,maren morris,79,7,0,1
bad liar,imagine dragons,80,8,0,1
love ain't,eli young band,81,1,1,1
double up,nipsey hussle ,82,3,0,1
undrunk,fletcher,83,6,0,1
big ole freak,megan thee stallion,84,2,0,1
put a date on it,yo gotti ,85,12,0,1
saturday nights,khalid ,86,11,0,1
one that got away,michael ray,87,8,0,1
my strange addiction,billie eilish,88,3,0,1
faucet failure,ski mask the slump god,89,8,0,1
xanny,billie eilish,90,3,0,1
ocean eyes,billie eilish,91,9,0,1
last time that i checc'd,nipsey hussle ,92,3,0,1
talk you out of it,florida georgia line,93,9,0,1
i'm so tired...,lauv ,94,2,0,1
make it right,bts ,95,1,1,1
hey look ma  i made it,panic! at the disco,96,1,1,1
this is it,scotty mccreery,97,19,0,1
there was this girl,riley green,98,8,0,1
let me down slowly,alec benjamin + alessia cara,99,8,0,1
on my way to you,cody johnson,100,8,0,1
see you again,wiz khalifa ,1,13,0,1
bad blood,taylor swift ,2,6,0,1
trap queen,fetty wap,3,20,0,1
shut up and dance,walk the moon,4,30,0,1
want to want me,jason derulo,5,13,0,1
uptown funk!,mark ronson ,6,30,0,1
earned it ,the weeknd,7,24,0,1
hey mama,david guetta ,8,11,0,1
honey  i'm good.,andy grammer,9,15,0,1
sugar,maroon 5,10,21,0,1
cheerleader,omi,11,7,0,1
talking body,tove lo,12,19,0,1
nasty freestyle,t-wayne,13,8,0,1
you know you like it,dj snake ,14,11,0,1
watch me,silento,15,15,0,1
post to be,omarion ,16,22,0,1
love me like you do,ellie goulding,17,22,0,1
worth it,fifth harmony ,18,16,0,1
where are u now,skrillex ,19,14,0,1
thinking out loud,ed sheeran,20,35,0,1
the hills,the weeknd,21,2,0,1
lean on,major lazer ,22,9,0,1
this summer's gonna hurt...,maroon 5,23,4,0,1
b**** better have my money,rihanna,24,11,0,1
fight song,rachel platten,25,8,0,1
dear future husband,meghan trainor,26,21,0,1
slow motion,trey songz,27,17,0,1
somebody,natalie la rose ,28,20,0,1
girl crush,little big town,29,16,0,1
flex ,rich homie quan,30,7,0,1
style,taylor swift,31,26,0,1
g.d.f.r.,flo rida ,32,30,0,1
elastic heart,sia,33,22,0,1
budapest,george ezra,34,19,0,1
take your time,sam hunt,35,23,0,1
the night is still young,nicki minaj,36,5,0,1
blank space,taylor swift,37,32,0,1
shake it off,taylor swift,38,42,0,1
sangria,blake shelton,39,8,0,1
bright,echosmith,40,12,0,1
kick the dust up,luke bryan,41,3,0,1
photograph,ed sheeran,42,4,0,1
chains,nick jonas,43,19,0,1
sippin' on fire,florida georgia line,44,13,0,1
be real,kid ink ,45,8,0,1
blessings,big sean ,46,18,0,1
phenomenal,eminem,47,1,1,1
time of our lives,pitbull ,48,26,0,1
don't it,billy currington,49,14,0,1
fun,pitbull ,50,4,0,1
one last time,ariana grande,51,17,0,1
pretty girls,britney spears ,52,5,0,1
love me like you mean it,kelsea ballerini,53,10,0,1
uma thurman,fall out boy,54,9,0,1
little toy guns,carrie underwood,55,12,0,1
wild child,kenny chesney with grace potter,56,12,0,1
commas,future,57,10,0,1
ulay  oh,how i became the bomb,58,1,1,1
smoke,a thousand horses,59,15,0,1
i really like you,carly rae jepsen,60,14,0,1
love you like that,canaan smith,61,11,0,1
classic man,jidenna ,62,5,0,1
baby be my love song,easton corbin,63,9,0,1
like a wrecking ball,eric church,64,11,0,1
truffle butter,nicki minaj ,65,20,0,1
tonight looks good on you,jason aldean,66,7,0,1
crash and burn,thomas rhett,67,4,0,1
diamond rings and old barstools,tim mcgraw with catherine dunn,68,12,0,1
wet dreamz,j. cole,69,9,0,1
one hell of an amen,brantley gilbert,70,6,0,1
i need your love,shaggy ,71,5,0,1
lay me down,sam smith,72,18,0,1
the matrimony,wale ,73,10,0,1
flashlight,jessie j,74,3,0,1
loving you easy,zac brown band,75,2,0,1
fourfiveseconds,rihanna ,76,20,0,1
how many times,dj khaled ,77,4,0,1
stitches,shawn mendes,78,2,0,1
crushin' it,brad paisley,79,6,0,1
know yourself,drake,80,16,0,1
buy me a boat,chris janson,81,2,0,1
nasty,bandit gang marco ,82,7,0,1
el perdon ,nicky jam ,83,11,0,1
l$d,a$ap rocky,84,2,0,1
house party,sam hunt,85,1,1,1
energy,drake,86,17,0,1
kiss you in the morning,michael ray,87,2,0,1
planez,jeremih ,88,2,0,1
believe,mumford ,89,13,0,1
young & crazy,frankie ballard,90,2,0,1
all day,kanye west ,91,14,0,1
everyday,a$ap rocky ,92,1,1,1
i want you to know,zedd ,93,15,0,1
renegades,x ambassadors,94,8,0,1
i don't get tired ,kevin gates ,95,7,0,1
hood go crazy,tech n9ne ,96,1,1,1
electric body,a$ap rocky ,97,2,0,1
you changed me,jamie foxx ,98,2,0,1
hell of a night,dustin lynch,99,1,1,1
get low,dillon francis ,100,9,0,1
party rock anthem,lmfao ,1,15,0,1
give me everything,pitbull ,2,14,0,1
rolling in the deep,adele,3,26,0,1
last friday night ,katy perry,4,6,0,1
super bass,nicki minaj,5,10,0,1
the edge of glory,lady gaga,6,8,0,1
e.t.,katy perry ,7,21,0,1
how to love,lil wayne,8,6,0,1
good life,onerepublic,9,14,0,1
tonight tonight,hot chelle rae,10,12,0,1
dirt road anthem,jason aldean,11,13,0,1
the lazy song,bruno mars,12,19,0,1
the show goes on,lupe fiasco,13,27,0,1
just can't get enough,the black eyed peas,14,20,0,1
i'm on one,dj khaled ,15,7,0,1
honey bee,blake shelton,16,13,0,1
stitch by stitch,javier colon,17,1,1,1
don't wanna go home,jason derulo,18,7,0,1
on the floor,jennifer lopez ,19,19,0,1
inventing shadows,dia frampton,20,1,1,1
motivation,kelly rowland ,21,12,0,1
i wanna go,britney spears,22,4,0,1
moves like jagger,maroon 5 ,23,2,0,1
till the world ends,britney spears ,24,18,0,1
knee deep,zac brown band ,25,8,0,1
look at me now,chris brown ,26,22,0,1
just a kiss,lady antebellum,27,9,0,1
who says,selena gomez ,28,16,0,1
best thing i never had,beyonce,29,5,0,1
remind me,brad paisley duet with carrie underwood,30,4,0,1
if i die young,the band perry,31,32,0,1
where them girls at,david guetta ,32,9,0,1
she ain't you,chris brown,33,12,0,1
country girl ,luke bryan,34,11,0,1
roll up,wiz khalifa,35,21,0,1
blow,ke$ha,36,24,0,1
my last,big sean ,37,15,0,1
barefoot blue jean night,jake owen,38,10,0,1
mean,taylor swift,39,16,0,1
f**k you! ,cee lo green,40,45,0,1
dirty dancer,enrique iglesias with usher ,41,8,0,1
you and tequila,kenny chesney ,42,6,0,1
firework,katy perry,43,37,0,1
you lie,the band perry,44,18,0,1
man in the mirror,adam levine ,45,1,1,1
tomorrow,chris young,46,17,0,1
s&m,rihanna ,47,25,0,1
for the first time,the script,48,27,0,1
sure thing,miguel,49,17,0,1
f**kin' perfect,p!nk,50,27,0,1
hello,martin solveig ,51,13,0,1
california king bed,rihanna,52,7,0,1
best love song,t-pain ,53,15,0,1
every teardrop is a waterfall,coldplay,54,5,0,1
if heaven wasn't so far away,justin moore,55,15,0,1
never gonna leave this bed,maroon 5,56,10,0,1
i won't back down,blake shelton ,57,1,1,1
lighters,bad meets evil ,58,3,0,1
written in the stars,tinie tempah ,59,20,0,1
pumped up kicks,foster the people,60,10,0,1
right there,nicole scherzinger ,61,7,0,1
homeboy,eric church,62,16,0,1
am i the only one,dierks bentley,63,9,0,1
crazy girl,eli young band,64,17,0,1
here for a good time,george strait,65,1,1,1
love you like a love song,selena gomez ,66,2,0,1
man down,rihanna,67,6,0,1
take a back road,rodney atkins,68,5,0,1
out of my head,lupe fiasco ,69,6,0,1
little bad girl,david guetta ,70,1,1,1
old alabama,brad paisley ,71,13,0,1
the story of us,taylor swift,72,9,0,1
i love you this big,scotty mccreery,73,6,0,1
beautiful,christina aguilera ,74,1,1,1
hustle hard,ace hood,75,13,0,1
racks,yc ,76,14,0,1
unusual,trey songz ,77,5,0,1
afraid to sleep,vicci martinez,78,1,1,1
just fishin',trace adkins,79,5,0,1
keep your head up,andy grammer,80,5,0,1
made in america,toby keith,81,4,0,1
run the world ,beyonce,82,11,0,1
without you,keith urban,83,17,0,1
i'm into you,jennifer lopez ,84,7,0,1
love done gone,billy currington,85,3,0,1
heartless,dia frampton,86,4,0,1
shake senora,pitbull ,87,2,0,1
take over control,afrojack ,88,3,0,1
losing my religion,dia frampton,89,2,0,1
moving to mars,coldplay,90,1,1,1
backseat,new boyz ,91,20,0,1
major minus,coldplay,92,1,1,1
john,lil wayne ,93,15,0,1
pretty girls,iyaz ,94,1,1,1
save me  san francisco,train,95,2,0,1
iridescent,linkin park,96,2,0,1
country song,seether,97,16,0,1
high,big sean ,98,1,1,1
fix you,javier colon,99,2,0,1
stereo hearts,gym class heroes ,100,3,0,1
hello,adele,1,4,0,1
sorry,justin bieber,2,4,0,1
hotline bling,drake,3,16,0,1
love yourself,justin bieber,4,1,1,1
what do you mean?,justin bieber,5,12,0,1
the hills,the weeknd,6,26,0,1
stitches,shawn mendes,7,26,0,1
679,fetty wap ,8,21,0,1
wildest dreams,taylor swift,9,13,0,1
here,alessia cara,10,16,0,1
like i'm gonna lose you,meghan trainor ,11,20,0,1
ex's & oh's,elle king,12,20,0,1
same old love,selena gomez,13,10,0,1
focus,ariana grande,14,3,0,1
on my mind,ellie goulding,15,9,0,1
jumpman,drake ,16,9,0,1
can't feel my face,the weeknd,17,24,0,1
watch me,silento,18,39,0,1
i'll show you,justin bieber,19,3,0,1
locked away,r. city ,20,18,0,1
lean on,major lazer ,21,33,0,1
wtf ,missy elliott ,22,2,0,1
antidote,travis scott,23,11,0,1
uptown funk!,mark ronson ,24,54,0,1
die a happy man,thomas rhett,25,9,0,1
renegades,x ambassadors,26,32,0,1
hit the quan,ilovememphis,27,14,0,1
white iverson,post malone,28,11,0,1
trap queen,fetty wap,29,44,0,1
great is thy faithfulness,jordan smith,30,1,1,1
the feeling,justin bieber ,31,1,1,1
good for you,selena gomez ,32,22,0,1
i'm comin' over,chris young,33,21,0,1
where are u now,skrillex ,34,38,0,1
where ya at,future ,35,18,0,1
confident,demi lovato,36,7,0,1
perfect,one direction,37,5,0,1
don't,bryson tiller,38,8,0,1
my way,fetty wap ,39,20,0,1
drag me down,one direction,40,16,0,1
see you again,wiz khalifa ,41,37,0,1
mark my words,justin bieber,42,1,1,1
purpose,justin bieber,43,1,1,1
break up in a small town,sam hunt,44,7,0,1
again,fetty wap,45,15,0,1
photograph,ed sheeran,46,28,0,1
cheerleader,omi,47,31,0,1
how deep is your love,calvin harris ,48,18,0,1
no pressure,justin bieber ,49,1,1,1
lay it all on me,rudimental ,50,7,0,1
say it,tory lanez,51,5,0,1
no role modelz,j. cole,52,14,0,1
company,justin bieber,53,1,1,1
no sense,justin bieber ,54,1,1,1
back up,dej loaf ,55,7,0,1
smoke break,carrie underwood,56,13,0,1
downtown,macklemore ,57,13,0,1
burning house,cam,58,19,0,1
do it like me,dlow,59,2,0,1
nothin' like you,dan + shay,60,15,0,1
gonna,blake shelton,61,10,0,1
roses,the chainsmokers ,62,5,0,1
blase,ty dolla $ign ,63,10,0,1
break up with him,old dominion,64,20,0,1
come get her,rae sremmurd,65,10,0,1
tennessee whiskey,chris stapleton,66,3,0,1
life is worth living,justin bieber,67,1,1,1
back to back,drake,68,16,0,1
stressed out,twenty one pilots,69,9,0,1
strip it down,luke bryan,70,16,0,1
the fix,nelly ,71,8,0,1
adventure of a lifetime,coldplay,72,2,0,1
gonna know we were here,jason aldean,73,6,0,1
children,justin bieber,74,1,1,1
hide away,daya,75,9,0,1
big rings,drake ,76,9,0,1
stay a little longer,brothers osborne,77,7,0,1
exchange,bryson tiller,78,4,0,1
liquor,chris brown,79,12,0,1
let me see ya girl,cole swindell,80,16,0,1
been you,justin bieber,81,1,1,1
i got the boy,jana kramer,82,6,0,1
if i could fly,one direction,83,1,1,1
love myself,hailee steinfeld,84,15,0,1
top of the world,tim mcgraw,85,6,0,1
in the night,the weeknd,86,2,0,1
olivia,one direction,87,1,1,1
we are,justin bieber ,88,1,1,1
me  myself & i,g-eazy x bebe rexha,89,3,0,1
get used to it,justin bieber,90,1,1,1
right hand,drake,91,10,0,1
i love this life,locash,92,4,0,1
cake by the ocean,dnce,93,5,0,1
a.m.,one direction,94,1,1,1
rgf island,fetty wap,95,9,0,1
temporary fix,one direction,96,1,1,1
i know what you did last summer,shawn mendes ,97,1,1,1
trust,justin bieber,98,1,1,1
my house,flo rida,99,2,0,1
never enough,one direction,100,1,1,1
call me maybe,carly rae jepsen,1,21,0,1
payphone,maroon 5 ,2,13,0,1
wide awake,katy perry,3,8,0,1
somebody that i used to know,gotye ,4,28,0,1
lights,ellie goulding,5,30,0,1
where have you been,rihanna,6,13,0,1
whistle,flo rida,7,9,0,1
titanium,david guetta ,8,14,0,1
blow me ,p!nk,9,2,0,1
scream,usher,10,12,0,1
we are young,fun. ,11,30,0,1
starships,nicki minaj,12,22,0,1
wild ones,flo rida ,13,28,0,1
what makes you beautiful,one direction,14,22,0,1
mercy,kanye west  big sean  pusha t  2 chainz,15,15,0,1
want u back,cher lloyd,16,5,0,1
some nights,fun.,17,21,0,1
give your heart a break,demi lovato,18,15,0,1
glad you came,the wanted,19,27,0,1
everybody talks,neon trees,20,18,0,1
good time,owl city ,21,3,0,1
let's go,calvin harris ,22,10,0,1
come over,kenny chesney,23,9,0,1
i won't give up,jason mraz,24,28,0,1
drunk on you,luke bryan,25,20,0,1
drive by,train,26,27,0,1
boyfriend,justin bieber,27,16,0,1
no lie,2 chainz ,28,10,0,1
the fighter,gym class heroes ,29,9,0,1
stronger ,kelly clarkson,30,30,0,1
even if it breaks your heart,eli young band,31,18,0,1
work hard  play hard,wiz khalifa,32,12,0,1
pontoon,little big town,33,6,0,1
springsteen,eric church,34,20,0,1
we run the night,havana brown ,35,16,0,1
5-1-5-0,dierks bentley,36,10,0,1
feel so close,calvin harris,37,23,0,1
back in time,pitbull,38,15,0,1
cashin' out,ca$h out,39,14,0,1
,gloriana,40,15,0,1
one thing,one direction,41,16,0,1
brokenhearted,karmin,42,19,0,1
part of me,katy perry,43,22,0,1
angel eyes,love and theft,44,9,0,1
too close,alex clare,45,16,0,1
wanted,hunter hayes,46,12,0,1
the motto,drake ,47,35,0,1
lemme see,usher ,48,8,0,1
heart attack,trey songz,49,15,0,1
both of us,b.o.b ,50,11,0,1
tongue tied,grouplove,51,12,0,1
beers ago,toby keith,52,13,0,1
chasing the sun,the wanted,53,7,0,1
over,blake shelton,54,5,0,1
burn it down,linkin park,55,13,0,1
beez in the trap,nicki minaj ,56,15,0,1
dark side,kelly clarkson,57,4,0,1
take it to the head,dj khaled ,58,15,0,1
little talks,of monsters and men,59,15,0,1
leave you alone,young jeezy ,60,18,0,1
nobody's perfect,j. cole ,61,9,0,1
time is love,josh turner,62,16,0,1
postcard from paris,the band perry,63,10,0,1
ho hey,the lumineers,64,6,0,1
for you,keith urban,65,7,0,1
as long as you love me,justin bieber ,66,4,0,1
how we do ,rita ora,67,8,0,1
why ya wanna,jana kramer,68,11,0,1
cowboys and angels,dustin lynch,69,9,0,1
promises,nero,70,2,0,1
truck yeah,tim mcgraw,71,2,0,1
the wind,zac brown band,72,3,0,1
hyfr ,drake ,73,19,0,1
snap backs & tattoos,driicky graham,74,5,0,1
bag of money,wale ,75,3,0,1
hard to love,lee brice,76,5,0,1
amen,meek mill ,77,4,0,1
don't wake me up,chris brown,78,3,0,1
she's so mean,matchbox twenty,79,3,0,1
midnight city,m83.,80,19,0,1
2 reasons,trey songz ,81,2,0,1
it's time,imagine dragons,82,6,0,1
bangarang,skrillex ,83,19,0,1
glass,thompson square,84,6,0,1
thinkin bout you,frank ocean,85,1,1,1
one more night,maroon 5,86,4,0,1
crew love,drake ,87,17,0,1
my homies still,lil wayne ,88,6,0,1
get it started,pitbull ,89,2,0,1
pop that,french montana ,90,1,1,1
right by my side,nicki minaj ,91,15,0,1
dance again,jennifer lopez ,92,15,0,1
something to do with my hands,thomas rhett,93,1,1,1
gold on the ceiling,the black keys,94,4,0,1
the a team,ed sheeran,95,1,1,1
home,phillip phillips,96,4,0,1
up!,loverance ,97,20,0,1
50 ways to say goodbye,train,98,1,1,1
that's why i pray,big ,99,1,1,1
lovin' you is fun,easton corbin,100,2,0,1
thank u  next,ariana grande,1,3,0,1
sicko mode,travis scott,2,16,0,1
happier,marshmello ,3,14,0,1
without me,halsey,4,7,0,1
lucid dreams,juice wrld,5,28,0,1
high hopes,panic! at the disco,6,16,0,1
mo bamba,sheck wes,7,13,0,1
girls like you,maroon 5 ,8,26,0,1
drip too hard,lil baby ,9,10,0,1
zeze,kodak black ,10,6,0,1
better now,post malone,11,30,0,1
youngblood,5 seconds of summer,12,25,0,1
breathin,ariana grande,13,14,0,1
wake up in the sky,gucci mane x bruno mars x kodak black,14,10,0,1
trip,ella mai,15,16,0,1
sunflower ,post malone ,16,5,0,1
eastside,benny blanco  halsey ,17,19,0,1
mia,bad bunny ,18,6,0,1
love lies,khalid ,19,40,0,1
natural,imagine dragons,20,18,0,1
money,cardi b,21,5,0,1
taki taki,dj snake ,22,8,0,1
shallow,lady gaga ,23,8,0,1
i like it,cardi b  bad bunny ,24,33,0,1
in my feelings,drake,25,21,0,1
god is a woman,ariana grande,26,19,0,1
taste,tyga ,27,26,0,1
leave me alone,flipp dinero,28,10,0,1
all i want for christmas is you,mariah carey,29,25,0,1
beautiful,bazzi ,30,16,0,1
yes indeed,lil baby ,31,28,0,1
nonstop,drake,32,21,0,1
speechless,dan + shay,33,11,0,1
she got the best of me,luke combs,34,15,0,1
broken,lovelytheband,35,19,0,1
tequila,dan + shay,36,37,0,1
uproar,lil wayne,37,8,0,1
fefe,6ix9ine ,38,18,0,1
bad!,xxxtentacion,39,2,0,1
lose it,kane brown,40,19,0,1
ring,cardi b ,41,18,0,1
boo'd up,ella mai,42,34,0,1
better,khalid,43,10,0,1
i like me better,lauv,44,41,0,1
psycho,post malone ,45,39,0,1
sad!,xxxtentacion,46,38,0,1
best shot,jimmie allen,47,10,0,1
lie,nf,48,17,0,1
arms around you,xxxtentacion x lil pump ,49,4,0,1
bohemian rhapsody,queen,50,44,0,1
dangerous,meek mill ,51,14,0,1
when the party's over,billie eilish,52,5,0,1
armed and dangerous,juice wrld,53,2,0,1
lost in japan,shawn mendes x zedd,54,9,0,1
drunk me,mitchell tenpenny,55,15,0,1
