Artist,Track,Year,Month,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Followers,Popularity,Ranks,Weeks,isNew,Target
amores cobardes,andy,2008,09,0.63,0.754,9,-4.967,1,0.0316,0.0669,0,0.203,0.783,147.886,689386,76,0,0,1,0
juste une petite fille,maurane,1995,01,0.491,0.182,10,-14.274,0,0.0346,0.9,1.24e-06,0.105,0.161,78.025,52027,43,0,0,0,0
nothing to lose,boondox,2015,04,0.713,0.951,2,-6.248,1,0.0825,0.304,1.43e-06,0.68,0.515,100.004,93869,48,0,0,1,0
grad,baroness,2007,09,0.281,0.449,3,-9.173,1,0.0472,0.00129,0.751,0.121,0.105,117.422,166040,53,0,0,1,0
state of the union,rise against,2004,01,0.59,0.973,10,-3.512,0,0.103,0.00058,0.225,0.501,0.371,132.212,1985609,75,0,0,0,0
everytime,britney spears,2003,11,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.116,0.114,109.599,6619014,80,0,0,0,0
clap ur handz,k-os,2004,01,0.685,0.833,0,-6.337,1,0.212,0.622,2.83e-06,0.167,0.592,104.237,37081,44,0,0,0,0
one hour empire,broadcast,2003,05,0.462,0.99,9,-7.626,1,0.0554,0.771,0.625,0.321,0.0452,77.979,2777,62,0,0,0,0
my never,blue october,2009,01,0.446,0.296,4,-10.999,1,0.0417,0.604,4.07e-05,0.114,0.0558,105.874,245602,60,0,0,1,0
dogon,carl crack,1998,05,0.745,0.79,1,-13.214,1,0.056,0.396,0.969,0.186,0.253,102.529,286,3,0,0,0,0
guitar rag,sylvester weaver,1990,08,0.467,0.122,2,-22.241,1,0.0366,0.954,0.902,0.132,0.411,111.256,1448,31,0,0,1,0
welcome,phil collins,2018,02,0.648,0.62,8,-9.076,1,0.0584,0.233,0,0.111,0.772,127.961,2321330,78,0,0,0,0
e se tu lontana sei,crazy horse,2011,03,0.283,0.562,2,-8.46,0,0.0342,0.128,0.000901,0.104,0.452,106.615,29744,64,0,0,1,0
memphis,bob marley,2009,04,0.881,0.203,1,-14.483,1,0.13,0.355,0.0031,0.105,0.837,90.36,7385165,82,0,0,0,0
vienna,the fray,2005,09,0.443,0.476,5,-7.253,0,0.0285,0.795,0.000179,0.113,0.142,124.194,2673511,74,0,0,0,0
mambo suavecito,tito puente,1955,12,0.782,0.56,11,-10.162,0,0.0908,0.452,0.00151,0.0653,0.962,88.799,113853,52,0,0,0,0
gotta man,frankee,2004,04,0.816,0.648,9,-8.709,0,0.395,0.423,0.00012,0.135,0.727,95.043,2716,34,0,0,1,0
new friend request,gym class heroes,2006,07,0.634,0.85,1,-5.389,1,0.237,0.0263,0,0.131,0.701,91.976,1026197,68,0,0,0,0
the matter with you,avril,2000,04,0.37,0.611,4,-11.139,0,0.0689,0.0917,0.118,0.589,0.232,119.197,5106825,79,0,0,1,0
lose your money,delbert mcclinton,2011,07,0.71,0.799,9,-10.57,1,0.0369,0.364,0.000277,0.261,0.967,110.183,31172,46,0,0,1,0
bari bossa,leo gandelman,2005,05,0.612,0.48,5,-13.823,0,0.058,0.783,0.948,0.0725,0.506,157.899,4073,41,0,0,1,0
mistadobalina,del tha funkee homosapien,2004,02,0.85,0.797,10,-7.429,0,0.136,0.0964,8.38e-06,0.34,0.63,99.615,154365,58,0,0,0,0
good girl gone bad,rihanna,2008,06,0.708,0.553,5,-6.319,0,0.0262,0.0335,0,0.101,0.589,94.977,34643188,90,0,0,0,0
la valse du mariage,francis lai,1970,01,0.219,0.452,7,-7.001,0,0.0306,0.779,0.96,0.178,0.428,178.261,12908,46,0,0,0,0
t.v. eye,the stooges,2019,11,0.406,0.95,2,-14.048,1,0.0388,0.000691,0.397,0.469,0.364,132.731,311959,57,0,0,1,0
fuel the fire,unearth,2001,01,0.171,0.925,7,-6.373,1,0.108,1.64e-05,0.0814,0.125,0.293,155.843,100143,46,0,0,0,0
it came upon the midnight clear,gold city,1997,01,0.368,0.352,10,-10.901,1,0.0298,0.118,1.7e-05,0.302,0.233,106.944,14913,38,0,0,1,0
x-static,foo fighters,1995,07,0.322,0.868,3,-8.335,1,0.0557,3.55e-05,0.899,0.209,0.183,101.545,6908220,80,0,0,0,0
vertigo,u2,2004,11,0.391,0.831,2,-3.892,1,0.0613,0.000153,0.00192,0.141,0.683,139.946,5775213,81,0,0,0,0
this year,curtis mayfield,1979,01,0.595,0.7,8,-9.061,1,0.0511,0.03,0.000189,0.0623,0.571,95.239,603885,64,0,0,0,0
the sweetest curse,baroness,2009,10,0.181,0.94,10,-7.737,0,0.101,0.000459,0.24,0.315,0.17,180.034,166040,53,0,0,0,0
what you deserve,ill nino,2005,09,0.518,0.933,8,-4.539,1,0.042,0.000136,0.0229,0.127,0.578,104.949,230670,52,0,0,0,0
wake me up when september ends,green day,2004,09,0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.146,104.98,9703505,83,0,0,0,0
lesson learned,alice in chains,2009,01,0.44,0.95,1,-3.639,1,0.0533,9.27e-06,0.0077,0.112,0.323,108.023,2336322,73,0,0,0,0
village attack/ the arrest,kitaro,1993,01,0.33,0.755,8,-14.048,0,0.0585,0.0794,0.81,0.366,0.342,142.997,135838,51,0,0,0,0
everchanging,rise against,2013,01,0.544,0.381,11,-6.111,1,0.0341,0.519,1.46e-06,0.116,0.233,120.025,1985609,75,0,0,0,0
so hot,helen love,1994,10,0.738,0.881,10,-6.501,1,0.161,0.159,0,0.352,0.673,100.629,2045,16,0,0,0,0
knocked up,kings of leon,2007,04,0.382,0.688,9,-12.569,1,0.0419,0.268,0.0928,0.184,0.207,121.352,4022581,78,0,0,0,0
walls and cannonballs,sister hazel,2009,08,0.408,0.861,5,-6.523,1,0.0397,0.142,0,0.303,0.609,139.074,180980,56,0,0,0,0
no unexpected guests,john frizzell,2002,01,0.231,0.108,0,-22.97,0,0.0379,0.677,0.821,0.111,0.0362,85.517,653,24,0,0,0,0
taste of dis,brooke valentine,2005,01,0.913,0.591,1,-6.805,1,0.0659,0.0162,0.000781,0.0943,0.647,112.018,121364,36,0,0,1,0
the date,avril - remix by ana rago,2002,11,0.28,0.235,6,-17.791,1,0.0439,0.807,0,0.223,0.26,117.898,3,0,0,0,1,0
byob,yung joc,2007,07,0.833,0.629,9,-5.38,1,0.309,0.0565,0.00171,0.226,0.895,174.002,380790,67,0,0,1,0
ass attack,hot chip,2004,10,0.389,0.962,9,-6.446,0,0.151,0.261,0.0311,0.737,0.251,125.89,487528,65,0,0,0,0
old times sake,shelby lynne,2005,01,0.717,0.184,7,-14.876,1,0.0338,0.57,0.0005,0.0753,0.192,61.14,26821,42,0,0,0,0
eleanor put your boots on,franz ferdinand,2005,10,0.428,0.501,7,-6.364,1,0.0372,0.597,0.000231,0.0993,0.146,76.953,1620688,69,0,0,0,0
sally in the garden,kathy mattea,2008,04,0.599,0.199,1,-15.699,0,0.127,0.965,0.924,0.0643,0.667,146.451,57714,43,0,0,0,0
the joes mobilize,alan silvestri,2009,01,0.295,0.606,11,-10.926,0,0.0635,0.15,0.868,0.0837,0.06,155.182,151540,67,0,0,1,0
ammonite,zeromancer,2009,02,0.557,0.708,2,-6.821,1,0.0274,0.0632,0.107,0.0895,0.258,90.023,21084,37,0,0,0,0
if i ruled the world,regina belle,2004,01,0.556,0.32,0,-9.125,1,0.0851,0.695,5.02e-06,0.451,0.161,137.709,164950,53,0,0,1,0
party til the cows come home,elvin bishop,2013,12,0.487,0.813,5,-6.463,0,0.084,0.0444,0.000925,0.118,0.82,184.347,44840,54,0,0,0,0
into a swan,siouxsie,2007,01,0.608,0.854,6,-6.473,1,0.0349,0.0973,0.000108,0.318,0.809,114.927,385497,60,0,0,1,0
compulsory resurrection,abysmal dawn,2008,05,0.508,0.984,7,-5.762,1,0.151,1.55e-05,0.527,0.0788,0.249,125.159,14721,25,0,0,1,0
larger than life,backstreet boys,1999,05,0.661,0.973,0,-2.994,0,0.037,0.11,1.74e-05,0.617,0.75,108.037,2696366,80,0,0,0,0
from the blind,daath,2007,03,0.322,0.982,0,-3.778,1,0.141,4.26e-05,0.000187,0.483,0.178,204.073,10207,24,0,0,0,0
shameless,all time low,2007,09,0.319,0.936,2,-2.522,1,0.0489,0.00178,0,0.0852,0.587,182.993,2128268,71,0,0,0,0
little sister,debbie davies,2005,06,0.779,0.648,2,-6.638,0,0.0313,0.163,0.000251,0.21,0.904,116.962,5432,28,0,0,0,0
quiet time,regina belle,1997,10,0.592,0.726,7,-7.55,0,0.0607,0.15,0,0.0467,0.633,92.629,164950,53,0,0,0,0
turning away,mary black,2000,03,0.645,0.529,0,-8.443,0,0.0339,0.255,0.000339,0.12,0.367,163.563,26619,48,0,0,1,0
rollercoaster ride,aaron watson,2008,04,0.6,0.655,4,-8.454,1,0.0273,0.357,0,0.107,0.825,155.861,142610,60,0,0,0,0
suffocating under words of sorrow,bullet for my valentine,2007,06,0.397,0.978,7,-2.256,0,0.133,0.000718,1.47e-06,0.212,0.552,93.538,1743977,71,0,0,1,0
tumba tumba,charanga forever,2016,06,0.448,0.936,1,-4.694,1,0.0632,0.507,0,0.205,0.663,101.945,12728,18,0,0,1,0
the melting moon,vhs or beta,2004,01,0.585,0.897,9,-5.698,0,0.0355,0.000872,0.832,0.115,0.354,126.842,8593,28,0,0,0,0
a la memoria del muerto,fruko y sus tesos,2015,07,0.767,0.72,10,-7.379,0,0.0629,0.281,0,0.13,0.926,106.893,104355,54,0,0,0,0
as diehard as they come,hatebreed,2006,07,0.287,0.973,7,-3.927,1,0.1,0.00243,7.02e-05,0.33,0.382,172.835,309454,58,0,0,1,0
reason with the beast,shriekback,2007,11,0.536,0.603,9,-9.855,1,0.238,0.0151,0.0562,0.161,0.326,150.066,9689,36,0,0,0,0
so jah seh,jackie edwards,2019,08,0.651,0.919,3,-2.712,0,0.105,0.00176,0.715,0.375,0.601,171.993,3256,28,0,0,1,0
only for the young,george lopez,2009,12,0.432,0.984,9,-8.041,1,0.894,0.817,2.16e-05,0.867,0.0325,112.036,36961,45,0,0,0,0
italian for goodbye,the pharcyde,2004,07,0,0.313,6,-16.433,1,0,0.94,8.58e-06,0.0876,0,0,322341,62,0,0,1,0
harajuku girls,gwen stefani,2004,11,0.87,0.822,6,-4.415,1,0.0622,0.108,0,0.111,0.839,114.009,3397221,73,0,0,0,0
city slickers,marc shaiman,2007,01,0.625,0.18,4,-16.52,1,0.0811,0.986,0.909,0.0851,0.288,136.232,1951,46,0,0,0,0
intro,40 grit,2002,06,0.748,0.265,9,-16.597,1,0.947,0.894,0,0.273,0.718,80.911,571,4,0,0,1,0
the ballad of sleeping beauty,sophie b. hawkins,1994,07,0.664,0.76,9,-6.121,1,0.0311,0.473,0,0.0682,0.443,105.003,49654,48,0,0,0,0
native soul,danilo perez,2003,01,0.531,0.373,7,-15.47,1,0.034,0.786,0.853,0.191,0.391,106.113,5861,24,0,0,1,0
mayday,natural elements,2002,01,0.692,0.759,1,-6.551,1,0.272,0.0236,0,0.165,0.617,92.984,590,11,0,0,1,0
lake of dreams,lisa lynne,1990,01,0.579,0.259,0,-12.191,1,0.0291,0.969,0.919,0.134,0.0667,94.044,7804,39,0,0,0,0
swallow the knife,story of the year,2003,09,0.212,0.879,1,-4.839,0,0.0849,0.0108,0,0.0904,0.215,196.727,265297,59,0,0,1,0
because of you,neil sedaka,2005,01,0.25,0.333,7,-8.347,1,0.0285,0.786,0,0.0926,0.3,81.089,211112,59,0,0,1,0
closing scene,the radio dept.,2008,01,0.662,0.47,9,-5.817,0,0.0357,0.841,0.857,0.0975,0.632,132.015,88403,49,0,0,1,0
slave to the wage,placebo,2000,10,0.513,0.962,10,-5.93,0,0.0752,0.00031,0.686,0.245,0.488,142.211,1067159,68,0,0,0,0
pienso en ti,shakira,1995,10,0.557,0.0271,4,-14.84,1,0.0394,0.932,0,0.248,0.229,99.648,17478193,84,0,0,0,0
you are my memoir,stars like fleas,2008,06,0.563,0.738,5,-6.986,1,0.0265,0.316,0.111,0.35,0.528,103.965,75,0,0,0,1,0
citizen of the planet,simon,2004,12,0.419,0.466,7,-13.067,1,0.0365,0.637,0,0.302,0.521,74.887,2235540,76,0,0,1,0
shooting stars,cauterize,2003,01,0.491,0.916,1,-4.002,1,0.0417,0.000129,0.0246,0.0664,0.329,97.171,4120,31,0,0,1,0
rattlesnake!,a static lullaby,2008,09,0.267,0.987,2,-6.083,1,0.187,5.67e-05,1.4e-05,0.185,0.123,201.687,48953,39,0,0,1,0
tomorrow gone,stew,2019,06,0.555,0.286,7,-9.929,1,0.041,0.811,0,0.112,0.509,100.487,692,28,0,0,0,0
a higher place,tom petty,1994,10,0.577,0.832,9,-5.336,1,0.0253,0.0101,0.000442,0.0863,0.847,129.157,1023494,72,0,0,0,0
jenny take a ride,mitch ryder,2019,07,0.57,0.946,5,-5.624,1,0.073,0.276,0,0.441,0.854,100.302,5625,38,0,0,1,0
ten tonne,chase,2005,10,0.574,0.9,7,-5.822,1,0.0608,0.00748,0.793,0.487,0.238,174.983,656882,69,0,0,1,0
the illusionist,scar symmetry,2006,04,0.404,0.964,2,-3.668,1,0.062,5.58e-05,0.0012,0.137,0.404,75.008,79553,45,0,0,0,0
urgence,sonia dersion,2004,06,0.586,0.743,8,-7.924,1,0.0394,0.0703,0.000121,0.102,0.458,174.084,4980,25,0,0,1,0
god bless you,a static lullaby,2005,03,0.289,0.946,0,-4.462,1,0.0758,0.00502,0.00013,0.126,0.189,161.157,48953,39,0,0,0,0
terra,luar na lubre,2019,01,0.284,0.723,5,-8.363,1,0.0311,0.0108,0.000147,0.108,0.344,114.947,31932,38,0,0,1,0
our darkest days,eighteen visions,2006,07,0.523,0.877,3,-5.088,0,0.0503,0.00294,0,0.59,0.29,131.026,19641,35,0,0,1,0
undertow,jackson united,2008,09,0.534,0.923,11,-5.141,1,0.05,0.000209,0,0.302,0.709,90.633,258,1,0,0,1,0
this is not a crass song,anti-flag,1999,03,0.423,0.00023,7,-10.183,1,0.58,0.228,1.11e-06,0.0571,0.181,187.976,258184,58,0,0,0,0
imagination,hysterie,2011,04,0.654,0.981,7,-6.121,1,0.0535,3.38e-05,0.235,0.0373,0.971,134.009,24,4,0,0,1,0
something for the pain,robben ford,2002,01,0.73,0.676,9,-5.876,0,0.0315,0.0352,0.0313,0.262,0.513,111.846,58420,45,0,0,0,0
flashflood,aesop rock,2001,09,0.505,0.899,9,-5.892,1,0.418,0.0624,3.02e-06,0.387,0.23,168.311,260718,59,0,0,0,0
zolte slonie,kasia stankiewicz,2006,11,0.534,0.578,0,-7.283,1,0.0251,0.0472,0.235,0.179,0.179,133.989,3859,36,0,0,1,0
feelings,shy fx,2014,03,0.595,0.953,4,-2.448,0,0.164,0.0401,0.0172,0.109,0.461,177.917,80149,62,0,0,1,0
if you love me,becky baeling,2003,01,0.618,0.779,7,-4.356,1,0.0522,0.0319,0,0.178,0.628,130.023,167,3,0,0,1,0
girls against boys,vitamin c,1999,08,0.769,0.896,7,-6.375,1,0.033,0.0272,4.9e-06,0.0573,0.922,117.233,43464,44,0,0,0,0
beholder of justice,hatebreed,2003,01,0.59,0.971,5,-3.865,1,0.0846,5.7e-06,0.00168,0.0967,0.362,134.851,309454,58,0,0,1,0
corner stone,bob marley,2000,01,0.872,0.311,1,-14.407,1,0.288,0.00218,8.97e-06,0.351,0.576,99.685,7385165,82,0,0,0,0
unleashed,warren barfield,2006,02,0.703,0.693,4,-6.274,1,0.0663,0.276,0,0.537,0.933,98.092,11072,33,0,0,0,0
explorador,la portuaria,2005,01,0.612,0.843,7,-9.219,1,0.037,0.00316,0.0018,0.0907,0.24,120.021,82637,49,0,0,0,0
been fighting devilz,snowgoons,2009,05,0.52,0.846,1,-5.138,1,0.327,0.123,0,0.297,0.876,125.55,67714,51,0,0,0,0
porque me gusta a morir,isabel pantoja,1993,10,0.593,0.413,2,-12.309,1,0.0358,0.645,7.84e-05,0.0848,0.243,82.005,338939,56,0,0,0,0
ulcer breakout,butthole surfers,1996,01,0.275,0.992,2,-3.283,1,0.135,0.00535,0.00342,0.0835,0.468,121.52,150465,52,0,0,0,0
outro,through the eyes of the dead,2000,10,0.386,0.0228,1,-33.416,1,0.0579,0.449,0.759,0.112,0.0399,196.021,30207,33,0,0,1,0
naming ceremony,finest dearest,2008,03,0.657,0.747,6,-7.109,0,0.0345,0.126,0.0544,0.0992,0.366,121.043,34,0,0,0,0,0
if i talk to him,connie smith,2018,10,0.516,0.395,10,-10.195,1,0.0373,0.721,0,0.078,0.772,141.613,32362,41,0,0,0,0
black and blue,torcuato mariano,2006,07,0.517,0.383,2,-11.985,0,0.0311,0.606,0.106,0.482,0.111,90.104,2339,30,0,0,1,0
changed my life,baby bash / grimm,2003,01,0.917,0.734,11,-5.011,0,0.129,0.291,0.000982,0.292,0.742,89.478,15,0,0,0,1,0
won threw ate,story of the year,2010,02,0.42,0.99,5,-3.571,0,0.162,0.00143,0,0.399,0.125,144.038,265297,59,0,0,0,0
the champ,robben ford,1997,01,0.655,0.599,2,-9.678,0,0.0266,0.0683,0.814,0.215,0.674,114.478,58420,45,0,0,0,0
homegrown,the pharcyde,2004,07,0.694,0.754,2,-7.682,0,0.18,0.885,1.3e-05,0.0949,0.777,95.629,322341,62,0,0,0,0
stay real,erick sermon,1993,10,0.792,0.759,11,-9.216,1,0.223,0.00878,0.00434,0.602,0.546,97.628,91574,53,0,0,1,0
vitrier,olivia ruiz,2005,01,0.38,0.365,5,-7.723,0,0.0534,0.492,3.6e-06,0.372,0.42,158.394,74105,47,0,0,1,0
the hero dies in this one,the ataris,2003,03,0.447,0.876,2,-4.504,1,0.0403,0.000841,4.12e-05,0.104,0.467,145.774,144673,56,0,0,0,0
coppershot,bounty killer,2006,11,0.904,0.834,9,-5.415,1,0.392,0.0326,0,0.0621,0.846,142.87,94137,50,0,0,0,0
45 pounds,hey colossus,2007,04,0.0914,0.539,5,-9.841,1,0.0391,0.358,0.792,0.14,0.158,205.724,3036,17,0,0,1,0
dump,mobb deep,2004,08,0.719,0.882,0,-3.773,1,0.376,0.186,0,0.462,0.541,89.96,902146,69,0,0,1,0
chela,sonora carruseles,2015,07,0.723,0.699,1,-10.77,1,0.056,0.427,0.6,0.0841,0.717,105.238,70390,52,0,0,0,0
intro/chamber the cartridge,rise against,2006,01,0.259,0.994,8,-3.96,1,0.39,0.000359,4.58e-05,0.695,0.175,164.458,1985609,75,0,0,0,0
blank eye stare,martriden,2006,09,0.197,0.961,5,-4.566,0,0.108,3.66e-05,0.598,0.0933,0.198,138.361,626,4,0,0,1,0
u north,james newton howard,2007,01,0.158,0.135,11,-32.174,0,0.0746,0.752,0.929,0.101,0.0216,180.067,193672,67,0,0,0,0
loose talk,carl smith,2015,01,0.743,0.455,2,-10.84,1,0.0369,0.727,0,0.26,0.964,113.381,12872,35,0,0,0,0
hold on baby,janet jackson,1993,05,0,0.578,9,-35.078,0,0,0.0591,0.967,0.5,0,0,1720699,70,0,0,0,0
i cried all the way to the altar,patsy cline,2003,07,0.484,0.23,7,-8.025,1,0.029,0.621,0,0.0691,0.5,92.665,397267,62,0,0,1,0
moses,patty griffin,1996,01,0.401,0.361,4,-6.492,1,0.0396,0.864,0,0.104,0.319,194.6,83926,52,0,0,0,0
taste it,busta rhymes,2002,11,0.788,0.786,1,-8.241,1,0.301,0.0822,0,0.274,0.711,98.13,1283764,74,0,0,0,0
emit remmus,red hot chili peppers,1999,06,0.354,0.964,5,-1.822,0,0.0973,5.08e-05,0.203,0.326,0.526,113.079,11846306,85,0,0,0,0
got the bull by the horns,johnny horton,2013,06,0.724,0.575,9,-13.687,1,0.0415,0.529,0,0.123,0.957,83.0,89458,52,0,0,1,0
some lie for love,l.a. guns,1991,01,0.595,0.856,2,-9.532,1,0.0429,0.0303,0.000298,0.0476,0.519,133.568,197717,47,0,0,1,0
si juras regresar,enrique iglesias,1995,11,0.513,0.408,9,-9.183,1,0.0325,0.256,0.000159,0.0936,0.145,141.409,8831745,79,0,0,0,0
safe sex,erick sermon,1993,10,0.695,0.515,1,-9.938,1,0.271,0.000817,0,0.638,0.689,98.871,91574,53,0,0,0,0
space station liberty,scott glasgow,2007,01,0.155,0.529,6,-13.549,1,0.0794,0.579,0.929,0.146,0.0594,78.799,240,10,0,0,1,0
mirror,cinder,2018,01,0.512,0.933,7,-4.716,1,0.0484,0.000333,0,0.167,0.505,120.047,2283,32,0,0,0,0
guayabera,johannes linstead,2003,01,0.955,0.885,0,-6.919,0,0.0705,0.608,0.707,0.0522,0.715,114.995,12176,43,0,0,0,0
must have been the devil,otis spann,1990,01,0.501,0.286,2,-17.777,1,0.0656,0.712,0.0271,0.137,0.849,150.116,28522,37,0,0,0,0
el momento,jaguares,2001,07,0.528,0.563,9,-10.355,0,0.0313,0.277,0.107,0.12,0.356,119.055,685149,62,0,0,1,0
intro,papoose,2013,03,0.7,0.564,1,-6.406,1,0.534,0.887,0,0.228,0.6,65.173,169711,49,0,0,1,0
dime si me quieres,andy,2008,09,0.675,0.927,2,-4.374,1,0.127,0.144,0,0.0614,0.658,97.565,689386,76,0,0,0,0
summer shudder,afi,2006,06,0.485,0.939,1,-4.117,1,0.0817,0.000895,2.04e-05,0.576,0.395,85.04,544028,65,0,0,0,0
crushed pears,the balustrade ensemble,2007,09,0.287,0.163,2,-25.369,1,0.0463,0.289,0.8,0.0906,0.141,139.814,111,1,0,0,0,0
the space between,dave matthews band,2001,02,0.406,0.73,9,-6.278,1,0.0315,0.0471,0,0.229,0.207,170.032,1165062,70,0,0,0,0
poison lips,lord sterling,2004,07,0.202,0.895,6,-6.822,0,0.0874,0.000113,0.0569,0.131,0.419,142.454,53,0,0,0,1,0
helium,cargo cult,2005,05,0.635,0.725,8,-7.899,1,0.0337,0.112,0.497,0.0805,0.742,144.008,30,0,0,0,1,0
mikawa miya,novika,2006,01,0.624,0.601,0,-9.767,1,0.05,0.178,0.00324,0.201,0.52,90.002,5622,33,0,0,0,0
almendra,arturo sandoval,2011,06,0.545,0.251,5,-13.524,1,0.101,0.776,0.848,0.0919,0.735,138.78,57115,48,0,0,0,0
walk with you,cama,2009,09,0.857,0.691,4,-4.323,1,0.0324,0.165,0.000177,0.0936,0.964,93.048,1,14,0,0,0,0
por arriesgarnos,jennifer lopez,2007,03,0.377,0.481,4,-9.676,1,0.0507,0.663,0,0.0965,0.197,150.514,7135951,78,0,0,0,0
leader,phantom planet,2008,04,0.355,0.913,2,-4.746,1,0.105,0.000481,0,0.112,0.662,89.478,58513,55,0,0,0,0
stop whispering,radiohead,1993,02,0.212,0.696,2,-10.059,1,0.0472,0.000849,0.0165,0.129,0.298,122.37,4629910,80,0,0,0,0
death or jail,sick of it all,2010,04,0.268,0.997,10,-2.274,1,0.156,2.6e-05,0.0997,0.0772,0.131,112.602,94360,46,0,0,0,0
gnosis,paul avgerinos,2006,08,0.147,0.216,9,-21.884,1,0.0366,0.852,0.977,0.117,0.0935,138.744,2504,35,0,0,0,0
warning,incubus,2001,10,0.504,0.522,4,-8.297,1,0.0259,0.00143,0.000236,0.0958,0.222,81.047,2013806,72,0,0,0,0
limelighters,aesop rock,2003,09,0.544,0.721,10,-7.722,0,0.84,0.18,0,0.232,0.723,86.332,260718,59,0,0,0,0
last good time in town,eagles,2007,10,0.847,0.756,9,-6.623,0,0.0376,0.2,0.0327,0.124,0.965,115.278,3925354,78,0,0,1,0
hunting,deep forest,2017,11,0.721,0.719,6,-13.07,1,0.0423,0.00352,0.551,0.0534,0.94,130.016,80700,48,0,0,0,0
swing vagabond,quadro nuevo,2007,01,0.718,0.373,8,-10.135,1,0.0815,0.929,0.934,0.135,0.743,104.778,8474,35,0,0,0,0
no answer,lollipop lust kill,2002,06,0.284,0.454,1,-15.335,0,0.124,0.987,0.399,0.486,0.0354,119.944,773,13,0,0,0,0
not today,hotwire,2003,05,0.377,0.982,9,-4.427,1,0.245,4.51e-05,0.00356,0.111,0.309,142.147,623,21,0,0,1,0
next year,foo fighters,1999,11,0.415,0.865,7,-2.789,1,0.0379,0.00551,0.103,0.274,0.465,176.864,6908220,80,0,0,0,0
i need love,usher,1999,03,0.434,0.487,5,-15.529,1,0.0941,0.0538,0.0159,0.112,0.358,177.3,7208297,83,0,0,0,0
just an illusion,dave weckl,1994,01,0.613,0.825,0,-12.064,1,0.0336,0.11,0.245,0.101,0.932,93.5,41562,39,0,0,1,0
the painter,rance allen group,2006,01,0.749,0.532,7,-11.273,1,0.0753,0.112,0.000213,0.12,0.755,100.243,25552,33,0,0,0,0
memory,uphill battle,2005,10,0.262,0.949,8,-6.223,1,0.0633,3.47e-05,0.502,0.0795,0.525,138.319,447,3,0,0,0,0
sensations,bravehearts,2003,12,0.51,0.547,11,-10.431,0,0.463,0.0464,0,0.056,0.907,192.435,3693,39,0,0,1,0
the burning season,primordial,2011,04,0.129,0.907,2,-5.365,1,0.0531,4.06e-06,0.142,0.109,0.148,156.364,41255,41,0,0,0,0
did you get my message?,jason mraz,2005,07,0.531,0.75,1,-4.985,1,0.0466,0.434,0,0.0924,0.652,170.366,4836124,79,0,0,0,0
do you know?,enrique iglesias,2007,01,0.749,0.766,8,-4.329,1,0.0477,0.0447,0,0.0347,0.671,114.998,8831745,79,0,0,0,0
phorever people,shamen,2010,03,0.697,0.939,10,-6.057,0,0.0578,0.0514,0.000107,0.17,0.797,125.785,30303,43,0,0,0,0
passo de anjo,spok frevo orquestra,2007,07,0.484,0.72,2,-6.246,1,0.155,0.15,0.958,0.0478,0.704,156.439,7262,19,0,0,0,0
falling leaves,grandpa jones,1992,01,0.568,0.325,9,-8.824,1,0.0297,0.768,0,0.219,0.787,124.462,5425,33,0,0,0,0
kids now,george lopez,2006,09,0.349,0.866,3,-13.594,1,0.938,0.863,1.9e-05,0.911,0.11,73.779,36961,45,0,0,0,0
ship in a painting,gabriel yared,2007,01,0.195,0.481,9,-15.872,1,0.0391,0.152,0.966,0.0885,0.101,63.904,13354,46,0,0,0,0
revolution action,atari teenage riot,1999,05,0.262,0.991,9,-5.965,0,0.207,0.0519,0.0323,0.376,0.0382,100.38,31327,36,0,0,0,0
the date,scott weiland,1998,03,0.301,0.799,2,-5.147,0,0.104,0.269,0.00101,0.194,0.213,146.664,74465,30,0,0,1,0
killer barracuda,kris kristofferson,1979,07,0.548,0.234,0,-17.215,0,0.0349,0.35,0.000724,0.111,0.424,137.867,254087,64,0,0,1,0
she,the misfits,2007,01,0.509,0.217,1,-16.476,1,0.0331,0.413,0.621,0.239,0.157,115.624,1518,17,0,0,0,0
the doug mccomb over,a tundra,2010,01,0.41,0.652,2,-9.919,1,0.075,0.00804,0.00947,0.0811,0.311,127.406,187,0,0,0,1,0
serus,workhorse,2007,10,0.369,0.817,0,-6.447,1,0.0403,4.39e-05,0.0227,0.307,0.274,123.352,713,17,0,0,0,0
gin house blues,bessie smith,1992,10,0.566,0.121,4,-8.548,1,0.0363,0.996,0.0158,0.356,0.388,75.89,92471,45,0,0,1,0
the healer,death ss,2010,06,0.508,0.728,3,-7.088,0,0.0315,0.000653,0.000916,0.221,0.249,101.988,5274,22,0,0,1,0
bleeds no more,silverstein,2019,04,0.248,0.96,2,-4.104,0,0.116,0.000761,0,0.298,0.274,104.9,387506,63,0,0,0,0
mercury & solace,bt,1999,10,0.59,0.733,10,-11.744,0,0.0345,0.00035,0.748,0.119,0.233,135.999,63957,54,0,0,0,0
jump [jacques lu cont edit],madonna,2006,10,0.618,0.781,4,-7.707,0,0.0308,0.00123,0.832,0.492,0.638,130.01,3470797,79,0,0,0,0
judgement,the bug,2008,06,0.397,0.000229,7,-10.169,1,0.0832,0.136,0.000301,0.245,0.653,115.756,26405,37,0,0,0,0
